[000500/100000]	Cells: 9  Coverage: 0.00343323%		Max Fitness: 0.06730018	Mean Fitness: 0.06646193	Min Fitness: 0.06572260	QD Score: 0.59815737
[001000/100000]	Cells: 23  Coverage: 0.00877380%		Max Fitness: 0.06877934	Mean Fitness: 0.06600192	Min Fitness: 0.06374483	QD Score: 1.51804406
[001500/100000]	Cells: 31  Coverage: 0.01182556%		Max Fitness: 0.07524767	Mean Fitness: 0.06619273	Min Fitness: 0.06218856	QD Score: 2.05197469
[002000/100000]	Cells: 38  Coverage: 0.01449585%		Max Fitness: 0.07524767	Mean Fitness: 0.06651730	Min Fitness: 0.06218856	QD Score: 2.52765741
[002500/100000]	Cells: 51  Coverage: 0.01945496%		Max Fitness: 0.07524767	Mean Fitness: 0.06636338	Min Fitness: 0.06037761	QD Score: 3.38453229
[003000/100000]	Cells: 61  Coverage: 0.02326965%		Max Fitness: 0.07524767	Mean Fitness: 0.06623032	Min Fitness: 0.06037761	QD Score: 4.04004927
[003500/100000]	Cells: 72  Coverage: 0.02746582%		Max Fitness: 0.07524767	Mean Fitness: 0.06621873	Min Fitness: 0.06037761	QD Score: 4.76774881
[004000/100000]	Cells: 82  Coverage: 0.03128052%		Max Fitness: 0.07554627	Mean Fitness: 0.06606324	Min Fitness: 0.06037761	QD Score: 5.41718597
[004500/100000]	Cells: 87  Coverage: 0.03318787%		Max Fitness: 0.07561972	Mean Fitness: 0.06592865	Min Fitness: 0.06037761	QD Score: 5.73579293
[005000/100000]	Cells: 93  Coverage: 0.03547668%		Max Fitness: 0.07561972	Mean Fitness: 0.06582071	Min Fitness: 0.05962687	QD Score: 6.12132590
[005500/100000]	Cells: 99  Coverage: 0.03776550%		Max Fitness: 0.07561972	Mean Fitness: 0.06588525	Min Fitness: 0.05962687	QD Score: 6.52264001
[006000/100000]	Cells: 107  Coverage: 0.04081726%		Max Fitness: 0.07605206	Mean Fitness: 0.06589368	Min Fitness: 0.05962687	QD Score: 7.05062374
[006500/100000]	Cells: 114  Coverage: 0.04348755%		Max Fitness: 0.07839787	Mean Fitness: 0.06599585	Min Fitness: 0.05833385	QD Score: 7.52352683
[007000/100000]	Cells: 121  Coverage: 0.04615784%		Max Fitness: 0.07839787	Mean Fitness: 0.06610629	Min Fitness: 0.05833385	QD Score: 7.99886136
[007500/100000]	Cells: 127  Coverage: 0.04844666%		Max Fitness: 0.07839787	Mean Fitness: 0.06617640	Min Fitness: 0.05833385	QD Score: 8.40440332
[008000/100000]	Cells: 136  Coverage: 0.05187988%		Max Fitness: 0.07839787	Mean Fitness: 0.06609708	Min Fitness: 0.05833385	QD Score: 8.98920244
