[000500/100000]	Cells: 8  Coverage: 0.00305176%		Max Fitness: 0.06704450	Mean Fitness: 0.06568845	Min Fitness: 0.06441455	QD Score: 0.52550763
[001000/100000]	Cells: 23  Coverage: 0.00877380%		Max Fitness: 0.07561972	Mean Fitness: 0.06673658	Min Fitness: 0.06301524	QD Score: 1.53494129
[001500/100000]	Cells: 26  Coverage: 0.00991821%		Max Fitness: 0.07561972	Mean Fitness: 0.06762193	Min Fitness: 0.06301524	QD Score: 1.75817026
[002000/100000]	Cells: 34  Coverage: 0.01296997%		Max Fitness: 0.07561972	Mean Fitness: 0.06799370	Min Fitness: 0.06301524	QD Score: 2.31178571
[002500/100000]	Cells: 40  Coverage: 0.01525879%		Max Fitness: 0.07561972	Mean Fitness: 0.06778462	Min Fitness: 0.06301524	QD Score: 2.71138489
[003000/100000]	Cells: 50  Coverage: 0.01907349%		Max Fitness: 0.07619591	Mean Fitness: 0.06714571	Min Fitness: 0.06134921	QD Score: 3.35728536
[003500/100000]	Cells: 57  Coverage: 0.02174377%		Max Fitness: 0.07619591	Mean Fitness: 0.06686660	Min Fitness: 0.06117537	QD Score: 3.81139639
[004000/100000]	Cells: 68  Coverage: 0.02593994%		Max Fitness: 0.07619591	Mean Fitness: 0.06665006	Min Fitness: 0.06117537	QD Score: 4.53220399
[004500/100000]	Cells: 79  Coverage: 0.03013611%		Max Fitness: 0.07619591	Mean Fitness: 0.06653234	Min Fitness: 0.05827281	QD Score: 5.25605513
[005000/100000]	Cells: 89  Coverage: 0.03395081%		Max Fitness: 0.07619591	Mean Fitness: 0.06632068	Min Fitness: 0.05827281	QD Score: 5.90254015
[005500/100000]	Cells: 95  Coverage: 0.03623962%		Max Fitness: 0.07619591	Mean Fitness: 0.06624365	Min Fitness: 0.05827281	QD Score: 6.29314703
[006000/100000]	Cells: 99  Coverage: 0.03776550%		Max Fitness: 0.07619591	Mean Fitness: 0.06628773	Min Fitness: 0.05827281	QD Score: 6.56248563
[006500/100000]	Cells: 104  Coverage: 0.03967285%		Max Fitness: 0.07619591	Mean Fitness: 0.06621158	Min Fitness: 0.05827281	QD Score: 6.88600455
[007000/100000]	Cells: 111  Coverage: 0.04234314%		Max Fitness: 0.07619591	Mean Fitness: 0.06622919	Min Fitness: 0.05827281	QD Score: 7.35143976
[007500/100000]	Cells: 122  Coverage: 0.04653931%		Max Fitness: 0.07619591	Mean Fitness: 0.06638291	Min Fitness: 0.05827281	QD Score: 8.09871495
[008000/100000]	Cells: 130  Coverage: 0.04959106%		Max Fitness: 0.07619591	Mean Fitness: 0.06644527	Min Fitness: 0.05827281	QD Score: 8.63788523
[008500/100000]	Cells: 138  Coverage: 0.05264282%		Max Fitness: 0.07619591	Mean Fitness: 0.06658181	Min Fitness: 0.05827281	QD Score: 9.18828935
[009000/100000]	Cells: 141  Coverage: 0.05378723%		Max Fitness: 0.07619591	Mean Fitness: 0.06656831	Min Fitness: 0.05827281	QD Score: 9.38613165
[009500/100000]	Cells: 147  Coverage: 0.05607605%		Max Fitness: 0.07619591	Mean Fitness: 0.06667822	Min Fitness: 0.05827281	QD Score: 9.80169798
[010000/100000]	Cells: 152  Coverage: 0.05798340%		Max Fitness: 0.07619591	Mean Fitness: 0.06668042	Min Fitness: 0.05827281	QD Score: 10.13542352
[010500/100000]	Cells: 158  Coverage: 0.06027222%		Max Fitness: 0.07619591	Mean Fitness: 0.06672567	Min Fitness: 0.05827281	QD Score: 10.54265640
[011000/100000]	Cells: 165  Coverage: 0.06294250%		Max Fitness: 0.07622173	Mean Fitness: 0.06668854	Min Fitness: 0.05827281	QD Score: 11.00360845
[011500/100000]	Cells: 172  Coverage: 0.06561279%		Max Fitness: 0.07622173	Mean Fitness: 0.06659012	Min Fitness: 0.05827281	QD Score: 11.45350061
[012000/100000]	Cells: 174  Coverage: 0.06637573%		Max Fitness: 0.07622173	Mean Fitness: 0.06658869	Min Fitness: 0.05827281	QD Score: 11.58643140
[012500/100000]	Cells: 177  Coverage: 0.06752014%		Max Fitness: 0.07622173	Mean Fitness: 0.06657463	Min Fitness: 0.05827281	QD Score: 11.78371018
[013000/100000]	Cells: 181  Coverage: 0.06904602%		Max Fitness: 0.07622173	Mean Fitness: 0.06656097	Min Fitness: 0.05827281	QD Score: 12.04753623
[013500/100000]	Cells: 187  Coverage: 0.07133484%		Max Fitness: 0.07875456	Mean Fitness: 0.06660976	Min Fitness: 0.05863741	QD Score: 12.45602458
[014000/100000]	Cells: 190  Coverage: 0.07247925%		Max Fitness: 0.07875456	Mean Fitness: 0.06673314	Min Fitness: 0.05899476	QD Score: 12.67929687
[014500/100000]	Cells: 191  Coverage: 0.07286072%		Max Fitness: 0.07875456	Mean Fitness: 0.06682613	Min Fitness: 0.05899476	QD Score: 12.76379149
[015000/100000]	Cells: 198  Coverage: 0.07553101%		Max Fitness: 0.07875456	Mean Fitness: 0.06675357	Min Fitness: 0.05899476	QD Score: 13.21720695
[015500/100000]	Cells: 201  Coverage: 0.07667542%		Max Fitness: 0.07875456	Mean Fitness: 0.06673828	Min Fitness: 0.05899476	QD Score: 13.41439362
[016000/100000]	Cells: 210  Coverage: 0.08010864%		Max Fitness: 0.07875456	Mean Fitness: 0.06666864	Min Fitness: 0.05899476	QD Score: 14.00041482
[016500/100000]	Cells: 214  Coverage: 0.08163452%		Max Fitness: 0.07875456	Mean Fitness: 0.06668777	Min Fitness: 0.05899476	QD Score: 14.27118211
[017000/100000]	Cells: 217  Coverage: 0.08277893%		Max Fitness: 0.07875456	Mean Fitness: 0.06668584	Min Fitness: 0.05899476	QD Score: 14.47082667
[017500/100000]	Cells: 220  Coverage: 0.08392334%		Max Fitness: 0.07875456	Mean Fitness: 0.06667541	Min Fitness: 0.05899476	QD Score: 14.66859115
[018000/100000]	Cells: 227  Coverage: 0.08659363%		Max Fitness: 0.07875456	Mean Fitness: 0.06664028	Min Fitness: 0.05899476	QD Score: 15.12734346
[018500/100000]	Cells: 230  Coverage: 0.08773804%		Max Fitness: 0.07875456	Mean Fitness: 0.06662015	Min Fitness: 0.05899476	QD Score: 15.32263349
[019000/100000]	Cells: 235  Coverage: 0.08964539%		Max Fitness: 0.07875456	Mean Fitness: 0.06654356	Min Fitness: 0.05899476	QD Score: 15.63773602
[019500/100000]	Cells: 240  Coverage: 0.09155273%		Max Fitness: 0.07875456	Mean Fitness: 0.06659878	Min Fitness: 0.05899476	QD Score: 15.98370605
