[000500/100000]	Cells: 11  Coverage: 0.00419617%		Max Fitness: 0.06704450	Mean Fitness: 0.06600321	Min Fitness: 0.06295023	QD Score: 0.72603528
[001000/100000]	Cells: 23  Coverage: 0.00877380%		Max Fitness: 0.07548088	Mean Fitness: 0.06663112	Min Fitness: 0.06340247	QD Score: 1.53251573
[001500/100000]	Cells: 33  Coverage: 0.01258850%		Max Fitness: 0.07548088	Mean Fitness: 0.06645016	Min Fitness: 0.06153106	QD Score: 2.19285532
[002000/100000]	Cells: 39  Coverage: 0.01487732%		Max Fitness: 0.07548088	Mean Fitness: 0.06626638	Min Fitness: 0.06153106	QD Score: 2.58438882
[002500/100000]	Cells: 51  Coverage: 0.01945496%		Max Fitness: 0.07561972	Mean Fitness: 0.06622109	Min Fitness: 0.06153106	QD Score: 3.37727539
[003000/100000]	Cells: 56  Coverage: 0.02136230%		Max Fitness: 0.07561972	Mean Fitness: 0.06613822	Min Fitness: 0.06132794	QD Score: 3.70374058
[003500/100000]	Cells: 65  Coverage: 0.02479553%		Max Fitness: 0.07561972	Mean Fitness: 0.06636606	Min Fitness: 0.06043040	QD Score: 4.31379370
[004000/100000]	Cells: 71  Coverage: 0.02708435%		Max Fitness: 0.07561972	Mean Fitness: 0.06630480	Min Fitness: 0.06043040	QD Score: 4.70764052
[004500/100000]	Cells: 76  Coverage: 0.02899170%		Max Fitness: 0.07561972	Mean Fitness: 0.06619363	Min Fitness: 0.05831576	QD Score: 5.03071560
[005000/100000]	Cells: 82  Coverage: 0.03128052%		Max Fitness: 0.07561972	Mean Fitness: 0.06601606	Min Fitness: 0.06024844	QD Score: 5.41331663
[005500/100000]	Cells: 88  Coverage: 0.03356934%		Max Fitness: 0.07561972	Mean Fitness: 0.06612546	Min Fitness: 0.06024844	QD Score: 5.81904080
[006000/100000]	Cells: 92  Coverage: 0.03509521%		Max Fitness: 0.07561972	Mean Fitness: 0.06613803	Min Fitness: 0.06024844	QD Score: 6.08469922
[006500/100000]	Cells: 99  Coverage: 0.03776550%		Max Fitness: 0.07561972	Mean Fitness: 0.06611179	Min Fitness: 0.06024844	QD Score: 6.54506684
[007000/100000]	Cells: 106  Coverage: 0.04043579%		Max Fitness: 0.07561972	Mean Fitness: 0.06619861	Min Fitness: 0.06024844	QD Score: 7.01705281
