[000500/100000]	Cells: 1  Coverage: 0.00038147%		Max Fitness: 0.05021059	Mean Fitness: 0.05021059	Min Fitness: 0.05021059	QD Score: 0.05021059
[001000/100000]	Cells: 5  Coverage: 0.00190735%		Max Fitness: 0.05958842	Mean Fitness: 0.05446445	Min Fitness: 0.05116270	QD Score: 0.27232223
[001500/100000]	Cells: 8  Coverage: 0.00305176%		Max Fitness: 0.05967496	Mean Fitness: 0.05405222	Min Fitness: 0.05000562	QD Score: 0.43241774
[002000/100000]	Cells: 14  Coverage: 0.00534058%		Max Fitness: 0.06064375	Mean Fitness: 0.05413140	Min Fitness: 0.05049048	QD Score: 0.75783967
[002500/100000]	Cells: 21  Coverage: 0.00801086%		Max Fitness: 0.06064375	Mean Fitness: 0.05365352	Min Fitness: 0.04971858	QD Score: 1.12672393
[003000/100000]	Cells: 25  Coverage: 0.00953674%		Max Fitness: 0.06152731	Mean Fitness: 0.05370816	Min Fitness: 0.04860539	QD Score: 1.34270406
[003500/100000]	Cells: 29  Coverage: 0.01106262%		Max Fitness: 0.06286737	Mean Fitness: 0.05421780	Min Fitness: 0.04910292	QD Score: 1.57231626
[004000/100000]	Cells: 29  Coverage: 0.01106262%		Max Fitness: 0.06599312	Mean Fitness: 0.05467219	Min Fitness: 0.04910292	QD Score: 1.58549349
[004500/100000]	Cells: 31  Coverage: 0.01182556%		Max Fitness: 0.06599312	Mean Fitness: 0.05534488	Min Fitness: 0.04910292	QD Score: 1.71569135
[005000/100000]	Cells: 32  Coverage: 0.01220703%		Max Fitness: 0.06599312	Mean Fitness: 0.05594515	Min Fitness: 0.04910292	QD Score: 1.79024477
[005500/100000]	Cells: 36  Coverage: 0.01373291%		Max Fitness: 0.06599312	Mean Fitness: 0.05596166	Min Fitness: 0.04910292	QD Score: 2.01461993
[006000/100000]	Cells: 39  Coverage: 0.01487732%		Max Fitness: 0.06599312	Mean Fitness: 0.05596204	Min Fitness: 0.04910292	QD Score: 2.18251956
[006500/100000]	Cells: 40  Coverage: 0.01525879%		Max Fitness: 0.06599312	Mean Fitness: 0.05598374	Min Fitness: 0.04971858	QD Score: 2.23934963
[007000/100000]	Cells: 44  Coverage: 0.01678467%		Max Fitness: 0.06599312	Mean Fitness: 0.05617878	Min Fitness: 0.04971858	QD Score: 2.47186641
[007500/100000]	Cells: 48  Coverage: 0.01831055%		Max Fitness: 0.06599312	Mean Fitness: 0.05640320	Min Fitness: 0.04971858	QD Score: 2.70735352
[008000/100000]	Cells: 48  Coverage: 0.01831055%		Max Fitness: 0.06599312	Mean Fitness: 0.05641578	Min Fitness: 0.04971858	QD Score: 2.70795756
[008500/100000]	Cells: 51  Coverage: 0.01945496%		Max Fitness: 0.06599312	Mean Fitness: 0.05635769	Min Fitness: 0.04971858	QD Score: 2.87424237
[009000/100000]	Cells: 56  Coverage: 0.02136230%		Max Fitness: 0.06599312	Mean Fitness: 0.05616643	Min Fitness: 0.04907971	QD Score: 3.14531981
[009500/100000]	Cells: 58  Coverage: 0.02212524%		Max Fitness: 0.06599312	Mean Fitness: 0.05621769	Min Fitness: 0.04907971	QD Score: 3.26062623
[010000/100000]	Cells: 61  Coverage: 0.02326965%		Max Fitness: 0.06599312	Mean Fitness: 0.05613373	Min Fitness: 0.04907971	QD Score: 3.42415769
[010500/100000]	Cells: 62  Coverage: 0.02365112%		Max Fitness: 0.06599312	Mean Fitness: 0.05623790	Min Fitness: 0.04907971	QD Score: 3.48674978
[011000/100000]	Cells: 64  Coverage: 0.02441406%		Max Fitness: 0.06599312	Mean Fitness: 0.05616980	Min Fitness: 0.04907971	QD Score: 3.59486696
[011500/100000]	Cells: 64  Coverage: 0.02441406%		Max Fitness: 0.06599312	Mean Fitness: 0.05635931	Min Fitness: 0.04907971	QD Score: 3.60699584
[012000/100000]	Cells: 65  Coverage: 0.02479553%		Max Fitness: 0.06599312	Mean Fitness: 0.05638933	Min Fitness: 0.04907971	QD Score: 3.66530657
[012500/100000]	Cells: 67  Coverage: 0.02555847%		Max Fitness: 0.06599312	Mean Fitness: 0.05645094	Min Fitness: 0.04907971	QD Score: 3.78221316
[013000/100000]	Cells: 69  Coverage: 0.02632141%		Max Fitness: 0.06599312	Mean Fitness: 0.05659866	Min Fitness: 0.04907971	QD Score: 3.90530778
[013500/100000]	Cells: 72  Coverage: 0.02746582%		Max Fitness: 0.06599312	Mean Fitness: 0.05668067	Min Fitness: 0.04907971	QD Score: 4.08100812
[014000/100000]	Cells: 74  Coverage: 0.02822876%		Max Fitness: 0.06599312	Mean Fitness: 0.05656054	Min Fitness: 0.04907971	QD Score: 4.18547989
[014500/100000]	Cells: 74  Coverage: 0.02822876%		Max Fitness: 0.06599312	Mean Fitness: 0.05664255	Min Fitness: 0.04907971	QD Score: 4.19154865
[015000/100000]	Cells: 76  Coverage: 0.02899170%		Max Fitness: 0.06599312	Mean Fitness: 0.05669280	Min Fitness: 0.04971858	QD Score: 4.30865303
[015500/100000]	Cells: 77  Coverage: 0.02937317%		Max Fitness: 0.06599312	Mean Fitness: 0.05675795	Min Fitness: 0.04971858	QD Score: 4.37036206
[016000/100000]	Cells: 80  Coverage: 0.03051758%		Max Fitness: 0.06599312	Mean Fitness: 0.05665062	Min Fitness: 0.04971858	QD Score: 4.53204993
[016500/100000]	Cells: 83  Coverage: 0.03166199%		Max Fitness: 0.06599312	Mean Fitness: 0.05665201	Min Fitness: 0.04926970	QD Score: 4.70211697
[017000/100000]	Cells: 85  Coverage: 0.03242493%		Max Fitness: 0.06599312	Mean Fitness: 0.05682102	Min Fitness: 0.04926970	QD Score: 4.82978636
[017500/100000]	Cells: 89  Coverage: 0.03395081%		Max Fitness: 0.06599312	Mean Fitness: 0.05687249	Min Fitness: 0.04926970	QD Score: 5.06165148
[018000/100000]	Cells: 95  Coverage: 0.03623962%		Max Fitness: 0.06599312	Mean Fitness: 0.05682482	Min Fitness: 0.04926970	QD Score: 5.39835823
[018500/100000]	Cells: 99  Coverage: 0.03776550%		Max Fitness: 0.06599312	Mean Fitness: 0.05692227	Min Fitness: 0.04926970	QD Score: 5.63530510
[019000/100000]	Cells: 100  Coverage: 0.03814697%		Max Fitness: 0.06599312	Mean Fitness: 0.05705044	Min Fitness: 0.04926970	QD Score: 5.70504367
[019500/100000]	Cells: 102  Coverage: 0.03890991%		Max Fitness: 0.06599312	Mean Fitness: 0.05701955	Min Fitness: 0.04926970	QD Score: 5.81599372
[020000/100000]	Cells: 104  Coverage: 0.03967285%		Max Fitness: 0.06599312	Mean Fitness: 0.05705638	Min Fitness: 0.04926970	QD Score: 5.93386321
[020500/100000]	Cells: 106  Coverage: 0.04043579%		Max Fitness: 0.06599312	Mean Fitness: 0.05695644	Min Fitness: 0.04926970	QD Score: 6.03738287
[021000/100000]	Cells: 109  Coverage: 0.04158020%		Max Fitness: 0.06599312	Mean Fitness: 0.05695390	Min Fitness: 0.04926970	QD Score: 6.20797544
[021500/100000]	Cells: 110  Coverage: 0.04196167%		Max Fitness: 0.06599312	Mean Fitness: 0.05690206	Min Fitness: 0.04926970	QD Score: 6.25922616
[022000/100000]	Cells: 112  Coverage: 0.04272461%		Max Fitness: 0.06599312	Mean Fitness: 0.05683024	Min Fitness: 0.04926970	QD Score: 6.36498731
[022500/100000]	Cells: 114  Coverage: 0.04348755%		Max Fitness: 0.06599312	Mean Fitness: 0.05683775	Min Fitness: 0.04926970	QD Score: 6.47950389
[023000/100000]	Cells: 116  Coverage: 0.04425049%		Max Fitness: 0.06599312	Mean Fitness: 0.05688968	Min Fitness: 0.04926970	QD Score: 6.59920316
[023500/100000]	Cells: 119  Coverage: 0.04539490%		Max Fitness: 0.06599312	Mean Fitness: 0.05699114	Min Fitness: 0.04926970	QD Score: 6.78194603
[024000/100000]	Cells: 122  Coverage: 0.04653931%		Max Fitness: 0.06599312	Mean Fitness: 0.05701983	Min Fitness: 0.04926970	QD Score: 6.95641922
[024500/100000]	Cells: 123  Coverage: 0.04692078%		Max Fitness: 0.06798210	Mean Fitness: 0.05700492	Min Fitness: 0.04926970	QD Score: 7.01160474
[025000/100000]	Cells: 123  Coverage: 0.04692078%		Max Fitness: 0.06798210	Mean Fitness: 0.05702640	Min Fitness: 0.04926970	QD Score: 7.01424660
[025500/100000]	Cells: 124  Coverage: 0.04730225%		Max Fitness: 0.06798210	Mean Fitness: 0.05706361	Min Fitness: 0.04926970	QD Score: 7.07588718
[026000/100000]	Cells: 128  Coverage: 0.04882813%		Max Fitness: 0.06798210	Mean Fitness: 0.05702250	Min Fitness: 0.04926970	QD Score: 7.29888010
[026500/100000]	Cells: 129  Coverage: 0.04920959%		Max Fitness: 0.06798210	Mean Fitness: 0.05698044	Min Fitness: 0.04926970	QD Score: 7.35047699
[027000/100000]	Cells: 129  Coverage: 0.04920959%		Max Fitness: 0.06798210	Mean Fitness: 0.05702691	Min Fitness: 0.04926970	QD Score: 7.35647201
[027500/100000]	Cells: 129  Coverage: 0.04920959%		Max Fitness: 0.06798210	Mean Fitness: 0.05702691	Min Fitness: 0.04926970	QD Score: 7.35647201
[028000/100000]	Cells: 129  Coverage: 0.04920959%		Max Fitness: 0.06798210	Mean Fitness: 0.05702691	Min Fitness: 0.04926970	QD Score: 7.35647201
[028500/100000]	Cells: 131  Coverage: 0.04997253%		Max Fitness: 0.06798210	Mean Fitness: 0.05705158	Min Fitness: 0.04926970	QD Score: 7.47375656
[029000/100000]	Cells: 136  Coverage: 0.05187988%		Max Fitness: 0.06798210	Mean Fitness: 0.05690246	Min Fitness: 0.04926970	QD Score: 7.73873392
[029500/100000]	Cells: 137  Coverage: 0.05226135%		Max Fitness: 0.06798210	Mean Fitness: 0.05691117	Min Fitness: 0.04926970	QD Score: 7.79683022
[030000/100000]	Cells: 139  Coverage: 0.05302429%		Max Fitness: 0.06798210	Mean Fitness: 0.05703086	Min Fitness: 0.04926970	QD Score: 7.92728897
