[000500/100000]	Cells: 1  Coverage: 0.00038147%		Max Fitness: 0.05399311	Mean Fitness: 0.05399311	Min Fitness: 0.05399311	QD Score: 0.05399311
[001000/100000]	Cells: 2  Coverage: 0.00076294%		Max Fitness: 0.06226229	Mean Fitness: 0.05923679	Min Fitness: 0.05621128	QD Score: 0.11847357
[001500/100000]	Cells: 3  Coverage: 0.00114441%		Max Fitness: 0.06355165	Mean Fitness: 0.05733808	Min Fitness: 0.05225131	QD Score: 0.17201424
[002000/100000]	Cells: 4  Coverage: 0.00152588%		Max Fitness: 0.06513861	Mean Fitness: 0.05661118	Min Fitness: 0.05225131	QD Score: 0.22644472
[002500/100000]	Cells: 6  Coverage: 0.00228882%		Max Fitness: 0.07114909	Mean Fitness: 0.05666084	Min Fitness: 0.05225131	QD Score: 0.33996502
[003000/100000]	Cells: 8  Coverage: 0.00305176%		Max Fitness: 0.07114909	Mean Fitness: 0.05612112	Min Fitness: 0.05225131	QD Score: 0.44896892
[003500/100000]	Cells: 9  Coverage: 0.00343323%		Max Fitness: 0.07114909	Mean Fitness: 0.05639987	Min Fitness: 0.05225131	QD Score: 0.50759885
[004000/100000]	Cells: 11  Coverage: 0.00419617%		Max Fitness: 0.07114909	Mean Fitness: 0.05693888	Min Fitness: 0.05225131	QD Score: 0.62632770
[004500/100000]	Cells: 12  Coverage: 0.00457764%		Max Fitness: 0.07118903	Mean Fitness: 0.05812639	Min Fitness: 0.05225131	QD Score: 0.69751673
[005000/100000]	Cells: 15  Coverage: 0.00572205%		Max Fitness: 0.07118903	Mean Fitness: 0.05709802	Min Fitness: 0.05188445	QD Score: 0.85647023
[005500/100000]	Cells: 15  Coverage: 0.00572205%		Max Fitness: 0.07129704	Mean Fitness: 0.05710788	Min Fitness: 0.05188445	QD Score: 0.85661819
[006000/100000]	Cells: 15  Coverage: 0.00572205%		Max Fitness: 0.07129704	Mean Fitness: 0.05812618	Min Fitness: 0.05188445	QD Score: 0.87189265
[006500/100000]	Cells: 17  Coverage: 0.00648499%		Max Fitness: 0.07129704	Mean Fitness: 0.05766315	Min Fitness: 0.05188445	QD Score: 0.98027359
[007000/100000]	Cells: 17  Coverage: 0.00648499%		Max Fitness: 0.07129704	Mean Fitness: 0.05928626	Min Fitness: 0.05188445	QD Score: 1.00786645
[007500/100000]	Cells: 18  Coverage: 0.00686646%		Max Fitness: 0.07129704	Mean Fitness: 0.05909050	Min Fitness: 0.05188445	QD Score: 1.06362898
[008000/100000]	Cells: 20  Coverage: 0.00762939%		Max Fitness: 0.07129704	Mean Fitness: 0.05929702	Min Fitness: 0.05248183	QD Score: 1.18594049
[008500/100000]	Cells: 20  Coverage: 0.00762939%		Max Fitness: 0.07129704	Mean Fitness: 0.05929702	Min Fitness: 0.05248183	QD Score: 1.18594049
[009000/100000]	Cells: 20  Coverage: 0.00762939%		Max Fitness: 0.07129704	Mean Fitness: 0.05979071	Min Fitness: 0.05248183	QD Score: 1.19581420
[009500/100000]	Cells: 21  Coverage: 0.00801086%		Max Fitness: 0.07129704	Mean Fitness: 0.05958021	Min Fitness: 0.05248183	QD Score: 1.25118439
[010000/100000]	Cells: 23  Coverage: 0.00877380%		Max Fitness: 0.07129704	Mean Fitness: 0.05984145	Min Fitness: 0.05248183	QD Score: 1.37635338
[010500/100000]	Cells: 24  Coverage: 0.00915527%		Max Fitness: 0.07129704	Mean Fitness: 0.05968120	Min Fitness: 0.05248183	QD Score: 1.43234873
[011000/100000]	Cells: 24  Coverage: 0.00915527%		Max Fitness: 0.07129704	Mean Fitness: 0.05969435	Min Fitness: 0.05279755	QD Score: 1.43266446
[011500/100000]	Cells: 24  Coverage: 0.00915527%		Max Fitness: 0.07129704	Mean Fitness: 0.05992506	Min Fitness: 0.05279755	QD Score: 1.43820150
[012000/100000]	Cells: 24  Coverage: 0.00915527%		Max Fitness: 0.07129704	Mean Fitness: 0.06027483	Min Fitness: 0.05279755	QD Score: 1.44659581
[012500/100000]	Cells: 25  Coverage: 0.00953674%		Max Fitness: 0.07129704	Mean Fitness: 0.06060792	Min Fitness: 0.05279755	QD Score: 1.51519798
[013000/100000]	Cells: 26  Coverage: 0.00991821%		Max Fitness: 0.07129704	Mean Fitness: 0.06030558	Min Fitness: 0.05274712	QD Score: 1.56794510
[013500/100000]	Cells: 28  Coverage: 0.01068115%		Max Fitness: 0.07129704	Mean Fitness: 0.06040463	Min Fitness: 0.05078636	QD Score: 1.69132975
[014000/100000]	Cells: 28  Coverage: 0.01068115%		Max Fitness: 0.07306450	Mean Fitness: 0.06098241	Min Fitness: 0.05078636	QD Score: 1.70750750
[014500/100000]	Cells: 28  Coverage: 0.01068115%		Max Fitness: 0.07306450	Mean Fitness: 0.06101951	Min Fitness: 0.05078636	QD Score: 1.70854623
[015000/100000]	Cells: 28  Coverage: 0.01068115%		Max Fitness: 0.07306450	Mean Fitness: 0.06111908	Min Fitness: 0.05078636	QD Score: 1.71133428
[015500/100000]	Cells: 29  Coverage: 0.01106262%		Max Fitness: 0.07509603	Mean Fitness: 0.06098624	Min Fitness: 0.05078636	QD Score: 1.76860102
[016000/100000]	Cells: 31  Coverage: 0.01182556%		Max Fitness: 0.07509603	Mean Fitness: 0.06043155	Min Fitness: 0.05078636	QD Score: 1.87337818
[016500/100000]	Cells: 34  Coverage: 0.01296997%		Max Fitness: 0.07509603	Mean Fitness: 0.06002122	Min Fitness: 0.05078636	QD Score: 2.04072140
[017000/100000]	Cells: 35  Coverage: 0.01335144%		Max Fitness: 0.07509603	Mean Fitness: 0.05986854	Min Fitness: 0.05078636	QD Score: 2.09539882
[017500/100000]	Cells: 36  Coverage: 0.01373291%		Max Fitness: 0.07509603	Mean Fitness: 0.05971040	Min Fitness: 0.05078636	QD Score: 2.14957442
[018000/100000]	Cells: 37  Coverage: 0.01411438%		Max Fitness: 0.07509603	Mean Fitness: 0.05959114	Min Fitness: 0.05078636	QD Score: 2.20487210
[018500/100000]	Cells: 38  Coverage: 0.01449585%		Max Fitness: 0.07509603	Mean Fitness: 0.05948995	Min Fitness: 0.05078636	QD Score: 2.26061813
[019000/100000]	Cells: 38  Coverage: 0.01449585%		Max Fitness: 0.07509603	Mean Fitness: 0.05970452	Min Fitness: 0.05078636	QD Score: 2.26877169
[019500/100000]	Cells: 39  Coverage: 0.01487732%		Max Fitness: 0.07509603	Mean Fitness: 0.05995802	Min Fitness: 0.05078636	QD Score: 2.33836274
[020000/100000]	Cells: 39  Coverage: 0.01487732%		Max Fitness: 0.07509603	Mean Fitness: 0.06009906	Min Fitness: 0.05078636	QD Score: 2.34386347
[020500/100000]	Cells: 41  Coverage: 0.01564026%		Max Fitness: 0.07509603	Mean Fitness: 0.05984638	Min Fitness: 0.05078636	QD Score: 2.45370161
[021000/100000]	Cells: 42  Coverage: 0.01602173%		Max Fitness: 0.07509603	Mean Fitness: 0.05962835	Min Fitness: 0.05068904	QD Score: 2.50439065
[021500/100000]	Cells: 43  Coverage: 0.01640320%		Max Fitness: 0.07509603	Mean Fitness: 0.05986146	Min Fitness: 0.05068904	QD Score: 2.57404282
[022000/100000]	Cells: 44  Coverage: 0.01678467%		Max Fitness: 0.07509603	Mean Fitness: 0.05975782	Min Fitness: 0.05068904	QD Score: 2.62934404
[022500/100000]	Cells: 44  Coverage: 0.01678467%		Max Fitness: 0.07509603	Mean Fitness: 0.05984999	Min Fitness: 0.05068904	QD Score: 2.63339934
[023000/100000]	Cells: 45  Coverage: 0.01716614%		Max Fitness: 0.07509603	Mean Fitness: 0.05967960	Min Fitness: 0.05068904	QD Score: 2.68558190
[023500/100000]	Cells: 45  Coverage: 0.01716614%		Max Fitness: 0.07509603	Mean Fitness: 0.06002676	Min Fitness: 0.05068904	QD Score: 2.70120426
[024000/100000]	Cells: 46  Coverage: 0.01754761%		Max Fitness: 0.07509603	Mean Fitness: 0.06011299	Min Fitness: 0.05068904	QD Score: 2.76519774
[024500/100000]	Cells: 46  Coverage: 0.01754761%		Max Fitness: 0.07509603	Mean Fitness: 0.06039400	Min Fitness: 0.05068904	QD Score: 2.77812380
[025000/100000]	Cells: 48  Coverage: 0.01831055%		Max Fitness: 0.07509603	Mean Fitness: 0.06014067	Min Fitness: 0.05068904	QD Score: 2.88675234
[025500/100000]	Cells: 48  Coverage: 0.01831055%		Max Fitness: 0.07509603	Mean Fitness: 0.06014067	Min Fitness: 0.05068904	QD Score: 2.88675234
