[000500/100000]	Cells: 1  Coverage: 0.00038147%		Max Fitness: 0.05661021	Mean Fitness: 0.05661021	Min Fitness: 0.05661021	QD Score: 0.05661021
[001000/100000]	Cells: 2  Coverage: 0.00076294%		Max Fitness: 0.05863691	Mean Fitness: 0.05687942	Min Fitness: 0.05512192	QD Score: 0.11375883
[001500/100000]	Cells: 3  Coverage: 0.00114441%		Max Fitness: 0.05863691	Mean Fitness: 0.05622142	Min Fitness: 0.05490544	QD Score: 0.16866427
[002000/100000]	Cells: 7  Coverage: 0.00267029%		Max Fitness: 0.05863691	Mean Fitness: 0.05477081	Min Fitness: 0.05104240	QD Score: 0.38339566
[002500/100000]	Cells: 9  Coverage: 0.00343323%		Max Fitness: 0.06068291	Mean Fitness: 0.05510345	Min Fitness: 0.05104240	QD Score: 0.49593108
[003000/100000]	Cells: 11  Coverage: 0.00419617%		Max Fitness: 0.06068291	Mean Fitness: 0.05466130	Min Fitness: 0.05104240	QD Score: 0.60127425
[003500/100000]	Cells: 12  Coverage: 0.00457764%		Max Fitness: 0.06068291	Mean Fitness: 0.05455979	Min Fitness: 0.05104240	QD Score: 0.65471748
[004000/100000]	Cells: 17  Coverage: 0.00648499%		Max Fitness: 0.06068291	Mean Fitness: 0.05444413	Min Fitness: 0.05104240	QD Score: 0.92555023
[004500/100000]	Cells: 19  Coverage: 0.00724792%		Max Fitness: 0.06068291	Mean Fitness: 0.05424948	Min Fitness: 0.05104240	QD Score: 1.03074021
[005000/100000]	Cells: 19  Coverage: 0.00724792%		Max Fitness: 0.06068291	Mean Fitness: 0.05426528	Min Fitness: 0.05104240	QD Score: 1.03104034
[005500/100000]	Cells: 20  Coverage: 0.00762939%		Max Fitness: 0.06068291	Mean Fitness: 0.05431040	Min Fitness: 0.05104240	QD Score: 1.08620804
[006000/100000]	Cells: 21  Coverage: 0.00801086%		Max Fitness: 0.06068291	Mean Fitness: 0.05431601	Min Fitness: 0.05104240	QD Score: 1.14063631
[006500/100000]	Cells: 22  Coverage: 0.00839233%		Max Fitness: 0.06068291	Mean Fitness: 0.05441823	Min Fitness: 0.05104240	QD Score: 1.19720107
[007000/100000]	Cells: 22  Coverage: 0.00839233%		Max Fitness: 0.06068291	Mean Fitness: 0.05445172	Min Fitness: 0.05104240	QD Score: 1.19793795
[007500/100000]	Cells: 24  Coverage: 0.00915527%		Max Fitness: 0.06068291	Mean Fitness: 0.05455083	Min Fitness: 0.05104240	QD Score: 1.30921988
[008000/100000]	Cells: 26  Coverage: 0.00991821%		Max Fitness: 0.06068291	Mean Fitness: 0.05465024	Min Fitness: 0.05104240	QD Score: 1.42090625
[008500/100000]	Cells: 28  Coverage: 0.01068115%		Max Fitness: 0.06068291	Mean Fitness: 0.05485051	Min Fitness: 0.05156672	QD Score: 1.53581424
[009000/100000]	Cells: 29  Coverage: 0.01106262%		Max Fitness: 0.06068291	Mean Fitness: 0.05505322	Min Fitness: 0.05156672	QD Score: 1.59654336
[009500/100000]	Cells: 29  Coverage: 0.01106262%		Max Fitness: 0.06068291	Mean Fitness: 0.05505322	Min Fitness: 0.05156672	QD Score: 1.59654336
[010000/100000]	Cells: 29  Coverage: 0.01106262%		Max Fitness: 0.06068291	Mean Fitness: 0.05516238	Min Fitness: 0.05156672	QD Score: 1.59970889
[010500/100000]	Cells: 30  Coverage: 0.01144409%		Max Fitness: 0.06068291	Mean Fitness: 0.05507340	Min Fitness: 0.05156672	QD Score: 1.65220187
[011000/100000]	Cells: 31  Coverage: 0.01182556%		Max Fitness: 0.06068291	Mean Fitness: 0.05500693	Min Fitness: 0.05156672	QD Score: 1.70521471
[011500/100000]	Cells: 32  Coverage: 0.01220703%		Max Fitness: 0.06068291	Mean Fitness: 0.05494865	Min Fitness: 0.05156672	QD Score: 1.75835669
[012000/100000]	Cells: 32  Coverage: 0.01220703%		Max Fitness: 0.06068291	Mean Fitness: 0.05494865	Min Fitness: 0.05156672	QD Score: 1.75835669
[012500/100000]	Cells: 34  Coverage: 0.01296997%		Max Fitness: 0.06068291	Mean Fitness: 0.05491336	Min Fitness: 0.05156672	QD Score: 1.86705409
[013000/100000]	Cells: 35  Coverage: 0.01335144%		Max Fitness: 0.06068291	Mean Fitness: 0.05488417	Min Fitness: 0.05156672	QD Score: 1.92094588
[013500/100000]	Cells: 37  Coverage: 0.01411438%		Max Fitness: 0.06068291	Mean Fitness: 0.05489104	Min Fitness: 0.05156672	QD Score: 2.03096839
[014000/100000]	Cells: 40  Coverage: 0.01525879%		Max Fitness: 0.06068291	Mean Fitness: 0.05478916	Min Fitness: 0.05156672	QD Score: 2.19156638
[014500/100000]	Cells: 41  Coverage: 0.01564026%		Max Fitness: 0.06068291	Mean Fitness: 0.05482789	Min Fitness: 0.05156672	QD Score: 2.24794362
[015000/100000]	Cells: 43  Coverage: 0.01640320%		Max Fitness: 0.06068291	Mean Fitness: 0.05474704	Min Fitness: 0.05079800	QD Score: 2.35412257
[015500/100000]	Cells: 49  Coverage: 0.01869202%		Max Fitness: 0.06068291	Mean Fitness: 0.05463227	Min Fitness: 0.05079800	QD Score: 2.67698142
[016000/100000]	Cells: 49  Coverage: 0.01869202%		Max Fitness: 0.06068291	Mean Fitness: 0.05466429	Min Fitness: 0.05079800	QD Score: 2.67855023
[016500/100000]	Cells: 50  Coverage: 0.01907349%		Max Fitness: 0.06068291	Mean Fitness: 0.05468241	Min Fitness: 0.05079800	QD Score: 2.73412041
[017000/100000]	Cells: 52  Coverage: 0.01983643%		Max Fitness: 0.06068291	Mean Fitness: 0.05470677	Min Fitness: 0.05079800	QD Score: 2.84475201
[017500/100000]	Cells: 52  Coverage: 0.01983643%		Max Fitness: 0.06068291	Mean Fitness: 0.05471726	Min Fitness: 0.05079800	QD Score: 2.84529755
[018000/100000]	Cells: 53  Coverage: 0.02021790%		Max Fitness: 0.06068291	Mean Fitness: 0.05470201	Min Fitness: 0.05079800	QD Score: 2.89920641
[018500/100000]	Cells: 53  Coverage: 0.02021790%		Max Fitness: 0.06068291	Mean Fitness: 0.05474421	Min Fitness: 0.05079800	QD Score: 2.90144319
[019000/100000]	Cells: 55  Coverage: 0.02098083%		Max Fitness: 0.06068291	Mean Fitness: 0.05476532	Min Fitness: 0.05079800	QD Score: 3.01209273
[019500/100000]	Cells: 56  Coverage: 0.02136230%		Max Fitness: 0.06068291	Mean Fitness: 0.05484062	Min Fitness: 0.05079800	QD Score: 3.07107465
[020000/100000]	Cells: 56  Coverage: 0.02136230%		Max Fitness: 0.06068291	Mean Fitness: 0.05488453	Min Fitness: 0.05079800	QD Score: 3.07353379
[020500/100000]	Cells: 57  Coverage: 0.02174377%		Max Fitness: 0.06068291	Mean Fitness: 0.05486755	Min Fitness: 0.05079800	QD Score: 3.12745040
[021000/100000]	Cells: 59  Coverage: 0.02250671%		Max Fitness: 0.06068291	Mean Fitness: 0.05484220	Min Fitness: 0.05079800	QD Score: 3.23569007
[021500/100000]	Cells: 61  Coverage: 0.02326965%		Max Fitness: 0.06068291	Mean Fitness: 0.05483060	Min Fitness: 0.05079800	QD Score: 3.34466686
[022000/100000]	Cells: 64  Coverage: 0.02441406%		Max Fitness: 0.06068291	Mean Fitness: 0.05478857	Min Fitness: 0.05079800	QD Score: 3.50646831
[022500/100000]	Cells: 65  Coverage: 0.02479553%		Max Fitness: 0.06068291	Mean Fitness: 0.05480855	Min Fitness: 0.05079800	QD Score: 3.56255597
[023000/100000]	Cells: 65  Coverage: 0.02479553%		Max Fitness: 0.06068291	Mean Fitness: 0.05481538	Min Fitness: 0.05079800	QD Score: 3.56299954
[023500/100000]	Cells: 67  Coverage: 0.02555847%		Max Fitness: 0.06068291	Mean Fitness: 0.05476147	Min Fitness: 0.04889113	QD Score: 3.66901837
[024000/100000]	Cells: 69  Coverage: 0.02632141%		Max Fitness: 0.06068291	Mean Fitness: 0.05471086	Min Fitness: 0.04889113	QD Score: 3.77504948
[024500/100000]	Cells: 69  Coverage: 0.02632141%		Max Fitness: 0.06068291	Mean Fitness: 0.05471486	Min Fitness: 0.04889113	QD Score: 3.77532531
[025000/100000]	Cells: 70  Coverage: 0.02670288%		Max Fitness: 0.06068291	Mean Fitness: 0.05471470	Min Fitness: 0.04889113	QD Score: 3.83002890
[025500/100000]	Cells: 70  Coverage: 0.02670288%		Max Fitness: 0.06068291	Mean Fitness: 0.05473278	Min Fitness: 0.04889113	QD Score: 3.83129436
[026000/100000]	Cells: 71  Coverage: 0.02708435%		Max Fitness: 0.06068291	Mean Fitness: 0.05473277	Min Fitness: 0.04889113	QD Score: 3.88602662
[026500/100000]	Cells: 71  Coverage: 0.02708435%		Max Fitness: 0.06068291	Mean Fitness: 0.05476762	Min Fitness: 0.04889113	QD Score: 3.88850107
[027000/100000]	Cells: 72  Coverage: 0.02746582%		Max Fitness: 0.06068291	Mean Fitness: 0.05477930	Min Fitness: 0.04889113	QD Score: 3.94410943
[027500/100000]	Cells: 72  Coverage: 0.02746582%		Max Fitness: 0.06068291	Mean Fitness: 0.05477930	Min Fitness: 0.04889113	QD Score: 3.94410943
[028000/100000]	Cells: 73  Coverage: 0.02784729%		Max Fitness: 0.06068291	Mean Fitness: 0.05476446	Min Fitness: 0.04889113	QD Score: 3.99780553
[028500/100000]	Cells: 74  Coverage: 0.02822876%		Max Fitness: 0.06068291	Mean Fitness: 0.05471517	Min Fitness: 0.04889113	QD Score: 4.04892246
[029000/100000]	Cells: 74  Coverage: 0.02822876%		Max Fitness: 0.06068291	Mean Fitness: 0.05471799	Min Fitness: 0.04889113	QD Score: 4.04913105
[029500/100000]	Cells: 75  Coverage: 0.02861023%		Max Fitness: 0.06134785	Mean Fitness: 0.05477735	Min Fitness: 0.04889113	QD Score: 4.10830155
[030000/100000]	Cells: 76  Coverage: 0.02899170%		Max Fitness: 0.06134785	Mean Fitness: 0.05475947	Min Fitness: 0.04889113	QD Score: 4.16171973
[030500/100000]	Cells: 76  Coverage: 0.02899170%		Max Fitness: 0.06134785	Mean Fitness: 0.05475947	Min Fitness: 0.04889113	QD Score: 4.16171973
[031000/100000]	Cells: 77  Coverage: 0.02937317%		Max Fitness: 0.06134785	Mean Fitness: 0.05477079	Min Fitness: 0.04889113	QD Score: 4.21735112
[031500/100000]	Cells: 79  Coverage: 0.03013611%		Max Fitness: 0.06134785	Mean Fitness: 0.05480343	Min Fitness: 0.04889113	QD Score: 4.32947112
