[000500/100000]	Cells: 11  Coverage: 0.00419617%		Max Fitness: 0.07080975	Mean Fitness: 0.06961977	Min Fitness: 0.06885938	QD Score: 0.76581751
[001000/100000]	Cells: 21  Coverage: 0.00801086%		Max Fitness: 0.07930062	Mean Fitness: 0.06920347	Min Fitness: 0.06582261	QD Score: 1.45327286
[001500/100000]	Cells: 30  Coverage: 0.01144409%		Max Fitness: 0.08013231	Mean Fitness: 0.07030093	Min Fitness: 0.06582261	QD Score: 2.10902776
[002000/100000]	Cells: 37  Coverage: 0.01411438%		Max Fitness: 0.08263983	Mean Fitness: 0.07096385	Min Fitness: 0.06555586	QD Score: 2.62566233
[002500/100000]	Cells: 48  Coverage: 0.01831055%		Max Fitness: 0.08263983	Mean Fitness: 0.07010748	Min Fitness: 0.06177848	QD Score: 3.36515924
[003000/100000]	Cells: 57  Coverage: 0.02174377%		Max Fitness: 0.08263983	Mean Fitness: 0.07002325	Min Fitness: 0.06177848	QD Score: 3.99132532
[003500/100000]	Cells: 61  Coverage: 0.02326965%		Max Fitness: 0.08263983	Mean Fitness: 0.06994361	Min Fitness: 0.06177848	QD Score: 4.26656009
[004000/100000]	Cells: 71  Coverage: 0.02708435%		Max Fitness: 0.08263983	Mean Fitness: 0.06981381	Min Fitness: 0.06177848	QD Score: 4.95678072
[004500/100000]	Cells: 73  Coverage: 0.02784729%		Max Fitness: 0.08263983	Mean Fitness: 0.06984986	Min Fitness: 0.06177848	QD Score: 5.09903961
[005000/100000]	Cells: 81  Coverage: 0.03089905%		Max Fitness: 0.08263983	Mean Fitness: 0.06948349	Min Fitness: 0.06119298	QD Score: 5.62816239
[005500/100000]	Cells: 89  Coverage: 0.03395081%		Max Fitness: 0.08263983	Mean Fitness: 0.06953383	Min Fitness: 0.06119298	QD Score: 6.18851108
[006000/100000]	Cells: 98  Coverage: 0.03738403%		Max Fitness: 0.08263983	Mean Fitness: 0.06955428	Min Fitness: 0.06119298	QD Score: 6.81631976
[006500/100000]	Cells: 108  Coverage: 0.04119873%		Max Fitness: 0.08263983	Mean Fitness: 0.06986008	Min Fitness: 0.06119298	QD Score: 7.54488821
[007000/100000]	Cells: 114  Coverage: 0.04348755%		Max Fitness: 0.08263983	Mean Fitness: 0.06985862	Min Fitness: 0.06119298	QD Score: 7.96388285
[007500/100000]	Cells: 122  Coverage: 0.04653931%		Max Fitness: 0.08263983	Mean Fitness: 0.06980096	Min Fitness: 0.06088665	QD Score: 8.51571727
[008000/100000]	Cells: 126  Coverage: 0.04806519%		Max Fitness: 0.08263983	Mean Fitness: 0.06972962	Min Fitness: 0.06088665	QD Score: 8.78593168
[008500/100000]	Cells: 131  Coverage: 0.04997253%		Max Fitness: 0.08263983	Mean Fitness: 0.06971184	Min Fitness: 0.06088665	QD Score: 9.13225095
[009000/100000]	Cells: 137  Coverage: 0.05226135%		Max Fitness: 0.08263983	Mean Fitness: 0.06967952	Min Fitness: 0.06088665	QD Score: 9.54609436
[009500/100000]	Cells: 138  Coverage: 0.05264282%		Max Fitness: 0.08263983	Mean Fitness: 0.06974738	Min Fitness: 0.06088665	QD Score: 9.62513896
[010000/100000]	Cells: 141  Coverage: 0.05378723%		Max Fitness: 0.08263983	Mean Fitness: 0.06987437	Min Fitness: 0.06088665	QD Score: 9.85228679
[010500/100000]	Cells: 146  Coverage: 0.05569458%		Max Fitness: 0.08263983	Mean Fitness: 0.06982460	Min Fitness: 0.06088665	QD Score: 10.19439168
[011000/100000]	Cells: 148  Coverage: 0.05645752%		Max Fitness: 0.08263983	Mean Fitness: 0.06996686	Min Fitness: 0.06088665	QD Score: 10.35509596
[011500/100000]	Cells: 156  Coverage: 0.05950928%		Max Fitness: 0.08263983	Mean Fitness: 0.06986140	Min Fitness: 0.06088665	QD Score: 10.89837888
[012000/100000]	Cells: 163  Coverage: 0.06217957%		Max Fitness: 0.08263983	Mean Fitness: 0.06978949	Min Fitness: 0.06088665	QD Score: 11.37568613
[012500/100000]	Cells: 166  Coverage: 0.06332397%		Max Fitness: 0.08263983	Mean Fitness: 0.06981181	Min Fitness: 0.06088665	QD Score: 11.58876125
[013000/100000]	Cells: 171  Coverage: 0.06523132%		Max Fitness: 0.08263983	Mean Fitness: 0.06978439	Min Fitness: 0.06088665	QD Score: 11.93312997
[013500/100000]	Cells: 176  Coverage: 0.06713867%		Max Fitness: 0.08263983	Mean Fitness: 0.06970981	Min Fitness: 0.06088665	QD Score: 12.26892722
[014000/100000]	Cells: 181  Coverage: 0.06904602%		Max Fitness: 0.08263983	Mean Fitness: 0.06962176	Min Fitness: 0.06088665	QD Score: 12.60153799
[014500/100000]	Cells: 185  Coverage: 0.07057190%		Max Fitness: 0.08263983	Mean Fitness: 0.06955434	Min Fitness: 0.06088665	QD Score: 12.86755233
[015000/100000]	Cells: 187  Coverage: 0.07133484%		Max Fitness: 0.08263983	Mean Fitness: 0.06955865	Min Fitness: 0.06088665	QD Score: 13.00746724
[015500/100000]	Cells: 194  Coverage: 0.07400513%		Max Fitness: 0.08263983	Mean Fitness: 0.06943217	Min Fitness: 0.06088665	QD Score: 13.46984072
[016000/100000]	Cells: 199  Coverage: 0.07591248%		Max Fitness: 0.08263983	Mean Fitness: 0.06947068	Min Fitness: 0.06088665	QD Score: 13.82466607
[016500/100000]	Cells: 202  Coverage: 0.07705688%		Max Fitness: 0.08263983	Mean Fitness: 0.06936346	Min Fitness: 0.05939686	QD Score: 14.01141823
[017000/100000]	Cells: 204  Coverage: 0.07781982%		Max Fitness: 0.08293514	Mean Fitness: 0.06944511	Min Fitness: 0.05939686	QD Score: 14.16680327
[017500/100000]	Cells: 209  Coverage: 0.07972717%		Max Fitness: 0.08293514	Mean Fitness: 0.06935454	Min Fitness: 0.05939686	QD Score: 14.49509966
[018000/100000]	Cells: 211  Coverage: 0.08049011%		Max Fitness: 0.08293514	Mean Fitness: 0.06942306	Min Fitness: 0.05939686	QD Score: 14.64826618
[018500/100000]	Cells: 216  Coverage: 0.08239746%		Max Fitness: 0.08293514	Mean Fitness: 0.06934984	Min Fitness: 0.05939686	QD Score: 14.97956516
[019000/100000]	Cells: 219  Coverage: 0.08354187%		Max Fitness: 0.08386933	Mean Fitness: 0.06926886	Min Fitness: 0.05939686	QD Score: 15.16988105
[019500/100000]	Cells: 221  Coverage: 0.08430481%		Max Fitness: 0.08386933	Mean Fitness: 0.06925939	Min Fitness: 0.05939686	QD Score: 15.30632592
[020000/100000]	Cells: 227  Coverage: 0.08659363%		Max Fitness: 0.08386933	Mean Fitness: 0.06930119	Min Fitness: 0.05939686	QD Score: 15.73137110
[020500/100000]	Cells: 232  Coverage: 0.08850098%		Max Fitness: 0.08386933	Mean Fitness: 0.06941938	Min Fitness: 0.05939686	QD Score: 16.10529666
[021000/100000]	Cells: 235  Coverage: 0.08964539%		Max Fitness: 0.08386933	Mean Fitness: 0.06952097	Min Fitness: 0.05939686	QD Score: 16.33742734
[021500/100000]	Cells: 235  Coverage: 0.08964539%		Max Fitness: 0.08386933	Mean Fitness: 0.06952506	Min Fitness: 0.05939686	QD Score: 16.33838987
[022000/100000]	Cells: 238  Coverage: 0.09078979%		Max Fitness: 0.08386933	Mean Fitness: 0.06952472	Min Fitness: 0.05939686	QD Score: 16.54688296
[022500/100000]	Cells: 242  Coverage: 0.09231567%		Max Fitness: 0.08386933	Mean Fitness: 0.06946229	Min Fitness: 0.05939686	QD Score: 16.80987484
[023000/100000]	Cells: 245  Coverage: 0.09346008%		Max Fitness: 0.08386933	Mean Fitness: 0.06952657	Min Fitness: 0.05939686	QD Score: 17.03400857
[023500/100000]	Cells: 250  Coverage: 0.09536743%		Max Fitness: 0.08386933	Mean Fitness: 0.06948137	Min Fitness: 0.05939686	QD Score: 17.37034360
[024000/100000]	Cells: 253  Coverage: 0.09651184%		Max Fitness: 0.08543771	Mean Fitness: 0.06947228	Min Fitness: 0.05939686	QD Score: 17.57648578
[024500/100000]	Cells: 257  Coverage: 0.09803772%		Max Fitness: 0.08543771	Mean Fitness: 0.06950037	Min Fitness: 0.05939686	QD Score: 17.86159424
[025000/100000]	Cells: 261  Coverage: 0.09956360%		Max Fitness: 0.08543771	Mean Fitness: 0.06950601	Min Fitness: 0.05891936	QD Score: 18.14106910
[025500/100000]	Cells: 265  Coverage: 0.10108948%		Max Fitness: 0.08543771	Mean Fitness: 0.06962947	Min Fitness: 0.05891936	QD Score: 18.45180851
[026000/100000]	Cells: 268  Coverage: 0.10223389%		Max Fitness: 0.08543771	Mean Fitness: 0.06973085	Min Fitness: 0.05891936	QD Score: 18.68786853
[026500/100000]	Cells: 271  Coverage: 0.10337830%		Max Fitness: 0.08543771	Mean Fitness: 0.06969788	Min Fitness: 0.05891936	QD Score: 18.88812577
[027000/100000]	Cells: 276  Coverage: 0.10528564%		Max Fitness: 0.08543771	Mean Fitness: 0.06965223	Min Fitness: 0.05891936	QD Score: 19.22401488
[027500/100000]	Cells: 278  Coverage: 0.10604858%		Max Fitness: 0.08543771	Mean Fitness: 0.06964315	Min Fitness: 0.05891936	QD Score: 19.36079456
[028000/100000]	Cells: 280  Coverage: 0.10681152%		Max Fitness: 0.08543771	Mean Fitness: 0.06962099	Min Fitness: 0.05891936	QD Score: 19.49387688
[028500/100000]	Cells: 283  Coverage: 0.10795593%		Max Fitness: 0.08543771	Mean Fitness: 0.06968817	Min Fitness: 0.05891936	QD Score: 19.72175296
[029000/100000]	Cells: 285  Coverage: 0.10871887%		Max Fitness: 0.08543771	Mean Fitness: 0.06969166	Min Fitness: 0.05891936	QD Score: 19.86212314
[029500/100000]	Cells: 285  Coverage: 0.10871887%		Max Fitness: 0.08543771	Mean Fitness: 0.06970502	Min Fitness: 0.05891936	QD Score: 19.86593187
[030000/100000]	Cells: 287  Coverage: 0.10948181%		Max Fitness: 0.08543771	Mean Fitness: 0.06969738	Min Fitness: 0.05891936	QD Score: 20.00314740
[030500/100000]	Cells: 290  Coverage: 0.11062622%		Max Fitness: 0.08543771	Mean Fitness: 0.06972947	Min Fitness: 0.05891936	QD Score: 20.22154532
[031000/100000]	Cells: 294  Coverage: 0.11215210%		Max Fitness: 0.08543771	Mean Fitness: 0.06969975	Min Fitness: 0.05891936	QD Score: 20.49172682
[031500/100000]	Cells: 299  Coverage: 0.11405945%		Max Fitness: 0.08543771	Mean Fitness: 0.06965723	Min Fitness: 0.05891936	QD Score: 20.82751317
[032000/100000]	Cells: 301  Coverage: 0.11482239%		Max Fitness: 0.08543771	Mean Fitness: 0.06965670	Min Fitness: 0.05891936	QD Score: 20.96666542
[032500/100000]	Cells: 307  Coverage: 0.11711121%		Max Fitness: 0.08543771	Mean Fitness: 0.06961514	Min Fitness: 0.05891936	QD Score: 21.37184795
[033000/100000]	Cells: 308  Coverage: 0.11749268%		Max Fitness: 0.08543771	Mean Fitness: 0.06960382	Min Fitness: 0.05891936	QD Score: 21.43797524
[033500/100000]	Cells: 312  Coverage: 0.11901855%		Max Fitness: 0.08543771	Mean Fitness: 0.06961609	Min Fitness: 0.05891936	QD Score: 21.72021976
[034000/100000]	Cells: 315  Coverage: 0.12016296%		Max Fitness: 0.08543771	Mean Fitness: 0.06959623	Min Fitness: 0.05697467	QD Score: 21.92281390
[034500/100000]	Cells: 318  Coverage: 0.12130737%		Max Fitness: 0.08543771	Mean Fitness: 0.06963245	Min Fitness: 0.05697467	QD Score: 22.14311992
[035000/100000]	Cells: 320  Coverage: 0.12207031%		Max Fitness: 0.08543771	Mean Fitness: 0.06972464	Min Fitness: 0.05697467	QD Score: 22.31188631
[035500/100000]	Cells: 324  Coverage: 0.12359619%		Max Fitness: 0.08543771	Mean Fitness: 0.06975699	Min Fitness: 0.05697467	QD Score: 22.60126325
[036000/100000]	Cells: 328  Coverage: 0.12512207%		Max Fitness: 0.08543771	Mean Fitness: 0.06968567	Min Fitness: 0.05697467	QD Score: 22.85689908
[036500/100000]	Cells: 331  Coverage: 0.12626648%		Max Fitness: 0.08543771	Mean Fitness: 0.06967085	Min Fitness: 0.05697467	QD Score: 23.06105192
[037000/100000]	Cells: 332  Coverage: 0.12664795%		Max Fitness: 0.08543771	Mean Fitness: 0.06968219	Min Fitness: 0.05697467	QD Score: 23.13448698
[037500/100000]	Cells: 334  Coverage: 0.12741089%		Max Fitness: 0.08543771	Mean Fitness: 0.06974162	Min Fitness: 0.05697467	QD Score: 23.29370164
