[000500/100000]	Cells: 1  Coverage: 0.00038147%		Max Fitness: 0.05165605	Mean Fitness: 0.05165605	Min Fitness: 0.05165605	QD Score: 0.05165605
[001000/100000]	Cells: 3  Coverage: 0.00114441%		Max Fitness: 0.06132263	Mean Fitness: 0.05437611	Min Fitness: 0.04980141	QD Score: 0.16312834
[001500/100000]	Cells: 7  Coverage: 0.00267029%		Max Fitness: 0.06132263	Mean Fitness: 0.05256950	Min Fitness: 0.04926308	QD Score: 0.36798648
[002000/100000]	Cells: 11  Coverage: 0.00419617%		Max Fitness: 0.06132263	Mean Fitness: 0.05310827	Min Fitness: 0.04926308	QD Score: 0.58419102
[002500/100000]	Cells: 17  Coverage: 0.00648499%		Max Fitness: 0.06132263	Mean Fitness: 0.05274724	Min Fitness: 0.04891034	QD Score: 0.89670301
[003000/100000]	Cells: 26  Coverage: 0.00991821%		Max Fitness: 0.06132263	Mean Fitness: 0.05286717	Min Fitness: 0.04891034	QD Score: 1.37454639
[003500/100000]	Cells: 27  Coverage: 0.01029968%		Max Fitness: 0.06151565	Mean Fitness: 0.05362078	Min Fitness: 0.04891034	QD Score: 1.44776103
[004000/100000]	Cells: 32  Coverage: 0.01220703%		Max Fitness: 0.06154462	Mean Fitness: 0.05469494	Min Fitness: 0.04980697	QD Score: 1.75023815
[004500/100000]	Cells: 34  Coverage: 0.01296997%		Max Fitness: 0.06186039	Mean Fitness: 0.05479042	Min Fitness: 0.04980697	QD Score: 1.86287418
[005000/100000]	Cells: 36  Coverage: 0.01373291%		Max Fitness: 0.06186039	Mean Fitness: 0.05523116	Min Fitness: 0.04980697	QD Score: 1.98832171
[005500/100000]	Cells: 38  Coverage: 0.01449585%		Max Fitness: 0.06186039	Mean Fitness: 0.05519383	Min Fitness: 0.04950050	QD Score: 2.09736565
[006000/100000]	Cells: 38  Coverage: 0.01449585%		Max Fitness: 0.06267392	Mean Fitness: 0.05539322	Min Fitness: 0.04950050	QD Score: 2.10494254
[006500/100000]	Cells: 40  Coverage: 0.01525879%		Max Fitness: 0.06267392	Mean Fitness: 0.05556077	Min Fitness: 0.04950050	QD Score: 2.22243062
[007000/100000]	Cells: 42  Coverage: 0.01602173%		Max Fitness: 0.06267392	Mean Fitness: 0.05564667	Min Fitness: 0.04950050	QD Score: 2.33715999
[007500/100000]	Cells: 44  Coverage: 0.01678467%		Max Fitness: 0.06267392	Mean Fitness: 0.05562833	Min Fitness: 0.04950050	QD Score: 2.44764646
[008000/100000]	Cells: 45  Coverage: 0.01716614%		Max Fitness: 0.06267392	Mean Fitness: 0.05573624	Min Fitness: 0.04950050	QD Score: 2.50813096
[008500/100000]	Cells: 47  Coverage: 0.01792908%		Max Fitness: 0.06267392	Mean Fitness: 0.05580578	Min Fitness: 0.04950050	QD Score: 2.62287166
[009000/100000]	Cells: 47  Coverage: 0.01792908%		Max Fitness: 0.06267392	Mean Fitness: 0.05580578	Min Fitness: 0.04950050	QD Score: 2.62287166
