[000500/100000]	Cells: 11  Coverage: 0.00419617%		Max Fitness: 0.06652924	Mean Fitness: 0.06568658	Min Fitness: 0.06445181	QD Score: 0.72255241
[001000/100000]	Cells: 18  Coverage: 0.00686646%		Max Fitness: 0.07385753	Mean Fitness: 0.06665005	Min Fitness: 0.06411637	QD Score: 1.19970086
[001500/100000]	Cells: 23  Coverage: 0.00877380%		Max Fitness: 0.07385753	Mean Fitness: 0.06695562	Min Fitness: 0.06450511	QD Score: 1.53997922
[002000/100000]	Cells: 33  Coverage: 0.01258850%		Max Fitness: 0.07561972	Mean Fitness: 0.06735621	Min Fitness: 0.06423686	QD Score: 2.22275508
[002500/100000]	Cells: 41  Coverage: 0.01564026%		Max Fitness: 0.07561972	Mean Fitness: 0.06754957	Min Fitness: 0.05991054	QD Score: 2.76953238
[003000/100000]	Cells: 48  Coverage: 0.01831055%		Max Fitness: 0.07561972	Mean Fitness: 0.06735892	Min Fitness: 0.05991054	QD Score: 3.23322829
[003500/100000]	Cells: 58  Coverage: 0.02212524%		Max Fitness: 0.07561972	Mean Fitness: 0.06699945	Min Fitness: 0.05991054	QD Score: 3.88596795
[004000/100000]	Cells: 63  Coverage: 0.02403259%		Max Fitness: 0.07561972	Mean Fitness: 0.06686544	Min Fitness: 0.05991054	QD Score: 4.21252259
[004500/100000]	Cells: 71  Coverage: 0.02708435%		Max Fitness: 0.07561972	Mean Fitness: 0.06686150	Min Fitness: 0.05967593	QD Score: 4.74716633
[005000/100000]	Cells: 79  Coverage: 0.03013611%		Max Fitness: 0.07561972	Mean Fitness: 0.06699962	Min Fitness: 0.05967593	QD Score: 5.29296978
[005500/100000]	Cells: 84  Coverage: 0.03204346%		Max Fitness: 0.07561972	Mean Fitness: 0.06700259	Min Fitness: 0.05967593	QD Score: 5.62821759
[006000/100000]	Cells: 87  Coverage: 0.03318787%		Max Fitness: 0.07561972	Mean Fitness: 0.06704693	Min Fitness: 0.05967593	QD Score: 5.83308296
