[000500/100000]	Cells: 8  Coverage: 0.00305176%		Max Fitness: 0.06712133	Mean Fitness: 0.06642138	Min Fitness: 0.06525587	QD Score: 0.53137108
[001000/100000]	Cells: 22  Coverage: 0.00839233%		Max Fitness: 0.07555623	Mean Fitness: 0.06618941	Min Fitness: 0.06309933	QD Score: 1.45616708
[001500/100000]	Cells: 37  Coverage: 0.01411438%		Max Fitness: 0.07555623	Mean Fitness: 0.06592504	Min Fitness: 0.06107318	QD Score: 2.43922640
[002000/100000]	Cells: 50  Coverage: 0.01907349%		Max Fitness: 0.07555623	Mean Fitness: 0.06589934	Min Fitness: 0.05944091	QD Score: 3.29496699
[002500/100000]	Cells: 59  Coverage: 0.02250671%		Max Fitness: 0.07555623	Mean Fitness: 0.06591363	Min Fitness: 0.05944091	QD Score: 3.88890435
[003000/100000]	Cells: 66  Coverage: 0.02517700%		Max Fitness: 0.07555623	Mean Fitness: 0.06596605	Min Fitness: 0.05944091	QD Score: 4.35375902
[003500/100000]	Cells: 76  Coverage: 0.02899170%		Max Fitness: 0.07555623	Mean Fitness: 0.06585562	Min Fitness: 0.05944091	QD Score: 5.00502700
[004000/100000]	Cells: 83  Coverage: 0.03166199%		Max Fitness: 0.07555623	Mean Fitness: 0.06600619	Min Fitness: 0.05944091	QD Score: 5.47851374
[004500/100000]	Cells: 96  Coverage: 0.03662109%		Max Fitness: 0.07555623	Mean Fitness: 0.06590556	Min Fitness: 0.05808127	QD Score: 6.32693358
[005000/100000]	Cells: 105  Coverage: 0.04005432%		Max Fitness: 0.07555623	Mean Fitness: 0.06602609	Min Fitness: 0.05808127	QD Score: 6.93273917
[005500/100000]	Cells: 111  Coverage: 0.04234314%		Max Fitness: 0.07555623	Mean Fitness: 0.06592097	Min Fitness: 0.05808127	QD Score: 7.31722763
[006000/100000]	Cells: 116  Coverage: 0.04425049%		Max Fitness: 0.07555623	Mean Fitness: 0.06591110	Min Fitness: 0.05602256	QD Score: 7.64568764
[006500/100000]	Cells: 123  Coverage: 0.04692078%		Max Fitness: 0.07555623	Mean Fitness: 0.06587106	Min Fitness: 0.05602256	QD Score: 8.10214035
[007000/100000]	Cells: 132  Coverage: 0.05035400%		Max Fitness: 0.07555623	Mean Fitness: 0.06576478	Min Fitness: 0.05602256	QD Score: 8.68095045
[007500/100000]	Cells: 138  Coverage: 0.05264282%		Max Fitness: 0.07657860	Mean Fitness: 0.06589081	Min Fitness: 0.05602256	QD Score: 9.09293126
[008000/100000]	Cells: 145  Coverage: 0.05531311%		Max Fitness: 0.07657860	Mean Fitness: 0.06592873	Min Fitness: 0.05602256	QD Score: 9.55966535
[008500/100000]	Cells: 153  Coverage: 0.05836487%		Max Fitness: 0.07657860	Mean Fitness: 0.06600079	Min Fitness: 0.05602256	QD Score: 10.09812055
[009000/100000]	Cells: 161  Coverage: 0.06141663%		Max Fitness: 0.07657860	Mean Fitness: 0.06588459	Min Fitness: 0.05602256	QD Score: 10.60741833
[009500/100000]	Cells: 166  Coverage: 0.06332397%		Max Fitness: 0.07657860	Mean Fitness: 0.06588140	Min Fitness: 0.05602256	QD Score: 10.93631262
[010000/100000]	Cells: 170  Coverage: 0.06484985%		Max Fitness: 0.07657860	Mean Fitness: 0.06590259	Min Fitness: 0.05602256	QD Score: 11.20344008
[010500/100000]	Cells: 175  Coverage: 0.06675720%		Max Fitness: 0.07693225	Mean Fitness: 0.06599246	Min Fitness: 0.05602256	QD Score: 11.54868115
[011000/100000]	Cells: 180  Coverage: 0.06866455%		Max Fitness: 0.07693225	Mean Fitness: 0.06607515	Min Fitness: 0.05602256	QD Score: 11.89352645
[011500/100000]	Cells: 188  Coverage: 0.07171631%		Max Fitness: 0.07693225	Mean Fitness: 0.06603081	Min Fitness: 0.05602256	QD Score: 12.41379253
[012000/100000]	Cells: 191  Coverage: 0.07286072%		Max Fitness: 0.07693225	Mean Fitness: 0.06605413	Min Fitness: 0.05602256	QD Score: 12.61633853
[012500/100000]	Cells: 198  Coverage: 0.07553101%		Max Fitness: 0.07693225	Mean Fitness: 0.06601291	Min Fitness: 0.05602256	QD Score: 13.07055581
[013000/100000]	Cells: 201  Coverage: 0.07667542%		Max Fitness: 0.07693225	Mean Fitness: 0.06603011	Min Fitness: 0.05668449	QD Score: 13.27205242
[013500/100000]	Cells: 206  Coverage: 0.07858276%		Max Fitness: 0.07693225	Mean Fitness: 0.06600264	Min Fitness: 0.05668449	QD Score: 13.59654363
[014000/100000]	Cells: 210  Coverage: 0.08010864%		Max Fitness: 0.07693225	Mean Fitness: 0.06600495	Min Fitness: 0.05767417	QD Score: 13.86103941
[014500/100000]	Cells: 216  Coverage: 0.08239746%		Max Fitness: 0.07693225	Mean Fitness: 0.06602884	Min Fitness: 0.05767417	QD Score: 14.26222858
[015000/100000]	Cells: 222  Coverage: 0.08468628%		Max Fitness: 0.07693225	Mean Fitness: 0.06591693	Min Fitness: 0.05630340	QD Score: 14.63355806
[015500/100000]	Cells: 231  Coverage: 0.08811951%		Max Fitness: 0.07693225	Mean Fitness: 0.06585621	Min Fitness: 0.05630340	QD Score: 15.21278358
[016000/100000]	Cells: 235  Coverage: 0.08964539%		Max Fitness: 0.07693225	Mean Fitness: 0.06584928	Min Fitness: 0.05630340	QD Score: 15.47458153
[016500/100000]	Cells: 242  Coverage: 0.09231567%		Max Fitness: 0.07693225	Mean Fitness: 0.06586746	Min Fitness: 0.05630340	QD Score: 15.93992540
[017000/100000]	Cells: 246  Coverage: 0.09384155%		Max Fitness: 0.07693225	Mean Fitness: 0.06585790	Min Fitness: 0.05630340	QD Score: 16.20104419
[017500/100000]	Cells: 250  Coverage: 0.09536743%		Max Fitness: 0.07693225	Mean Fitness: 0.06584454	Min Fitness: 0.05630340	QD Score: 16.46113530
[018000/100000]	Cells: 253  Coverage: 0.09651184%		Max Fitness: 0.07693225	Mean Fitness: 0.06588305	Min Fitness: 0.05630340	QD Score: 16.66841204
[018500/100000]	Cells: 260  Coverage: 0.09918213%		Max Fitness: 0.07693225	Mean Fitness: 0.06580861	Min Fitness: 0.05630340	QD Score: 17.11023949
[019000/100000]	Cells: 262  Coverage: 0.09994507%		Max Fitness: 0.07693225	Mean Fitness: 0.06579394	Min Fitness: 0.05630340	QD Score: 17.23801300
[019500/100000]	Cells: 269  Coverage: 0.10261536%		Max Fitness: 0.07693225	Mean Fitness: 0.06573623	Min Fitness: 0.05630340	QD Score: 17.68304681
[020000/100000]	Cells: 274  Coverage: 0.10452271%		Max Fitness: 0.07693577	Mean Fitness: 0.06571485	Min Fitness: 0.05630340	QD Score: 18.00586970
[020500/100000]	Cells: 280  Coverage: 0.10681152%		Max Fitness: 0.07693577	Mean Fitness: 0.06571216	Min Fitness: 0.05630340	QD Score: 18.39940542
[021000/100000]	Cells: 281  Coverage: 0.10719299%		Max Fitness: 0.07693577	Mean Fitness: 0.06574355	Min Fitness: 0.05630340	QD Score: 18.47393621
[021500/100000]	Cells: 281  Coverage: 0.10719299%		Max Fitness: 0.07693577	Mean Fitness: 0.06581025	Min Fitness: 0.05630340	QD Score: 18.49267887
[022000/100000]	Cells: 286  Coverage: 0.10910034%		Max Fitness: 0.07693577	Mean Fitness: 0.06580323	Min Fitness: 0.05630340	QD Score: 18.81972439
[022500/100000]	Cells: 290  Coverage: 0.11062622%		Max Fitness: 0.07693577	Mean Fitness: 0.06578397	Min Fitness: 0.05630340	QD Score: 19.07735201
[023000/100000]	Cells: 295  Coverage: 0.11253357%		Max Fitness: 0.07693577	Mean Fitness: 0.06572807	Min Fitness: 0.05630340	QD Score: 19.38977965
[023500/100000]	Cells: 302  Coverage: 0.11520386%		Max Fitness: 0.07693577	Mean Fitness: 0.06563862	Min Fitness: 0.05630340	QD Score: 19.82286191
[024000/100000]	Cells: 309  Coverage: 0.11787415%		Max Fitness: 0.07693577	Mean Fitness: 0.06559958	Min Fitness: 0.05630340	QD Score: 20.27026878
[024500/100000]	Cells: 318  Coverage: 0.12130737%		Max Fitness: 0.07693577	Mean Fitness: 0.06555013	Min Fitness: 0.05630340	QD Score: 20.84494200
[025000/100000]	Cells: 322  Coverage: 0.12283325%		Max Fitness: 0.07693577	Mean Fitness: 0.06553604	Min Fitness: 0.05630340	QD Score: 21.10260479
[025500/100000]	Cells: 331  Coverage: 0.12626648%		Max Fitness: 0.07693577	Mean Fitness: 0.06551822	Min Fitness: 0.05630340	QD Score: 21.68653081
[026000/100000]	Cells: 333  Coverage: 0.12702942%		Max Fitness: 0.07693577	Mean Fitness: 0.06549272	Min Fitness: 0.05630340	QD Score: 21.80907460
[026500/100000]	Cells: 338  Coverage: 0.12893677%		Max Fitness: 0.07693577	Mean Fitness: 0.06549101	Min Fitness: 0.05630340	QD Score: 22.13596206
