[000500/100000]	Cells: 10  Coverage: 0.00381470%		Max Fitness: 0.06704450	Mean Fitness: 0.06593313	Min Fitness: 0.06464752	QD Score: 0.65933135
[001000/100000]	Cells: 17  Coverage: 0.00648499%		Max Fitness: 0.06787179	Mean Fitness: 0.06593420	Min Fitness: 0.06343826	QD Score: 1.12088135
[001500/100000]	Cells: 29  Coverage: 0.01106262%		Max Fitness: 0.07387924	Mean Fitness: 0.06606693	Min Fitness: 0.06165541	QD Score: 1.91594089
[002000/100000]	Cells: 39  Coverage: 0.01487732%		Max Fitness: 0.07586227	Mean Fitness: 0.06606257	Min Fitness: 0.06165541	QD Score: 2.57644019
[002500/100000]	Cells: 44  Coverage: 0.01678467%		Max Fitness: 0.07586227	Mean Fitness: 0.06583832	Min Fitness: 0.06165541	QD Score: 2.89688589
[003000/100000]	Cells: 51  Coverage: 0.01945496%		Max Fitness: 0.07586227	Mean Fitness: 0.06571039	Min Fitness: 0.06161911	QD Score: 3.35122997
[003500/100000]	Cells: 56  Coverage: 0.02136230%		Max Fitness: 0.07586227	Mean Fitness: 0.06573329	Min Fitness: 0.06140426	QD Score: 3.68106450
[004000/100000]	Cells: 68  Coverage: 0.02593994%		Max Fitness: 0.07586227	Mean Fitness: 0.06577774	Min Fitness: 0.06128343	QD Score: 4.47288634
[004500/100000]	Cells: 75  Coverage: 0.02861023%		Max Fitness: 0.07586227	Mean Fitness: 0.06570257	Min Fitness: 0.06037567	QD Score: 4.92769270
[005000/100000]	Cells: 80  Coverage: 0.03051758%		Max Fitness: 0.07586227	Mean Fitness: 0.06578138	Min Fitness: 0.06037567	QD Score: 5.26251039
[005500/100000]	Cells: 90  Coverage: 0.03433228%		Max Fitness: 0.07586227	Mean Fitness: 0.06561115	Min Fitness: 0.06037567	QD Score: 5.90500365
[006000/100000]	Cells: 96  Coverage: 0.03662109%		Max Fitness: 0.07586227	Mean Fitness: 0.06558433	Min Fitness: 0.06037567	QD Score: 6.29609576
[006500/100000]	Cells: 103  Coverage: 0.03929138%		Max Fitness: 0.07586227	Mean Fitness: 0.06561199	Min Fitness: 0.05901952	QD Score: 6.75803503
[007000/100000]	Cells: 107  Coverage: 0.04081726%		Max Fitness: 0.07586227	Mean Fitness: 0.06568296	Min Fitness: 0.05901952	QD Score: 7.02807668
[007500/100000]	Cells: 115  Coverage: 0.04386902%		Max Fitness: 0.07586227	Mean Fitness: 0.06567663	Min Fitness: 0.05901952	QD Score: 7.55281255
[008000/100000]	Cells: 117  Coverage: 0.04463196%		Max Fitness: 0.07586227	Mean Fitness: 0.06561782	Min Fitness: 0.05901952	QD Score: 7.67728513
[008500/100000]	Cells: 121  Coverage: 0.04615784%		Max Fitness: 0.07586227	Mean Fitness: 0.06581389	Min Fitness: 0.05901952	QD Score: 7.96348024
[009000/100000]	Cells: 126  Coverage: 0.04806519%		Max Fitness: 0.07586227	Mean Fitness: 0.06588389	Min Fitness: 0.05901952	QD Score: 8.30137066
[009500/100000]	Cells: 130  Coverage: 0.04959106%		Max Fitness: 0.07616109	Mean Fitness: 0.06576674	Min Fitness: 0.05771099	QD Score: 8.54967561
[010000/100000]	Cells: 138  Coverage: 0.05264282%		Max Fitness: 0.07616109	Mean Fitness: 0.06580994	Min Fitness: 0.05771099	QD Score: 9.08177107
[010500/100000]	Cells: 143  Coverage: 0.05455017%		Max Fitness: 0.07616109	Mean Fitness: 0.06576380	Min Fitness: 0.05771099	QD Score: 9.40422294
[011000/100000]	Cells: 149  Coverage: 0.05683899%		Max Fitness: 0.07635463	Mean Fitness: 0.06583898	Min Fitness: 0.05771099	QD Score: 9.81000873
[011500/100000]	Cells: 155  Coverage: 0.05912781%		Max Fitness: 0.07635463	Mean Fitness: 0.06579395	Min Fitness: 0.05771099	QD Score: 10.19806162
[012000/100000]	Cells: 158  Coverage: 0.06027222%		Max Fitness: 0.07635463	Mean Fitness: 0.06577255	Min Fitness: 0.05771099	QD Score: 10.39206287
[012500/100000]	Cells: 159  Coverage: 0.06065369%		Max Fitness: 0.07635463	Mean Fitness: 0.06596181	Min Fitness: 0.05771099	QD Score: 10.48792749
[013000/100000]	Cells: 162  Coverage: 0.06179810%		Max Fitness: 0.07635463	Mean Fitness: 0.06603235	Min Fitness: 0.05771099	QD Score: 10.69724085
[013500/100000]	Cells: 169  Coverage: 0.06446838%		Max Fitness: 0.07635463	Mean Fitness: 0.06598087	Min Fitness: 0.05771099	QD Score: 11.15076777
[014000/100000]	Cells: 171  Coverage: 0.06523132%		Max Fitness: 0.07635463	Mean Fitness: 0.06596961	Min Fitness: 0.05771099	QD Score: 11.28080282
[014500/100000]	Cells: 178  Coverage: 0.06790161%		Max Fitness: 0.07635463	Mean Fitness: 0.06582769	Min Fitness: 0.05771099	QD Score: 11.71732894
[015000/100000]	Cells: 181  Coverage: 0.06904602%		Max Fitness: 0.07635463	Mean Fitness: 0.06585038	Min Fitness: 0.05771099	QD Score: 11.91891938
[015500/100000]	Cells: 186  Coverage: 0.07095337%		Max Fitness: 0.07635463	Mean Fitness: 0.06578393	Min Fitness: 0.05771099	QD Score: 12.23581088
[016000/100000]	Cells: 190  Coverage: 0.07247925%		Max Fitness: 0.07635463	Mean Fitness: 0.06576806	Min Fitness: 0.05771099	QD Score: 12.49593207
[016500/100000]	Cells: 191  Coverage: 0.07286072%		Max Fitness: 0.07635463	Mean Fitness: 0.06576555	Min Fitness: 0.05771099	QD Score: 12.56122088
[017000/100000]	Cells: 192  Coverage: 0.07324219%		Max Fitness: 0.07635463	Mean Fitness: 0.06575124	Min Fitness: 0.05771099	QD Score: 12.62423775
[017500/100000]	Cells: 193  Coverage: 0.07362366%		Max Fitness: 0.07635463	Mean Fitness: 0.06581973	Min Fitness: 0.05771099	QD Score: 12.70320756
[018000/100000]	Cells: 196  Coverage: 0.07476807%		Max Fitness: 0.07635463	Mean Fitness: 0.06577390	Min Fitness: 0.05771099	QD Score: 12.89168409
[018500/100000]	Cells: 201  Coverage: 0.07667542%		Max Fitness: 0.07635463	Mean Fitness: 0.06577623	Min Fitness: 0.05771099	QD Score: 13.22102180
