[000500/100000]	Cells: 11  Coverage: 0.00419617%		Max Fitness: 0.06692213	Mean Fitness: 0.06597588	Min Fitness: 0.06497799	QD Score: 0.72573465
[001000/100000]	Cells: 18  Coverage: 0.00686646%		Max Fitness: 0.07449309	Mean Fitness: 0.06699584	Min Fitness: 0.06357612	QD Score: 1.20592519
[001500/100000]	Cells: 25  Coverage: 0.00953674%		Max Fitness: 0.07499187	Mean Fitness: 0.06735485	Min Fitness: 0.06281067	QD Score: 1.68387118
[002000/100000]	Cells: 35  Coverage: 0.01335144%		Max Fitness: 0.07499187	Mean Fitness: 0.06671846	Min Fitness: 0.06180126	QD Score: 2.33514607
[002500/100000]	Cells: 41  Coverage: 0.01564026%		Max Fitness: 0.07561972	Mean Fitness: 0.06657914	Min Fitness: 0.06180126	QD Score: 2.72974491
[003000/100000]	Cells: 46  Coverage: 0.01754761%		Max Fitness: 0.07561972	Mean Fitness: 0.06636997	Min Fitness: 0.06051281	QD Score: 3.05301860
[003500/100000]	Cells: 57  Coverage: 0.02174377%		Max Fitness: 0.07561972	Mean Fitness: 0.06627571	Min Fitness: 0.06051281	QD Score: 3.77771572
[004000/100000]	Cells: 66  Coverage: 0.02517700%		Max Fitness: 0.07561972	Mean Fitness: 0.06636615	Min Fitness: 0.06051281	QD Score: 4.38016616
[004500/100000]	Cells: 74  Coverage: 0.02822876%		Max Fitness: 0.07561972	Mean Fitness: 0.06633756	Min Fitness: 0.06051281	QD Score: 4.90897967
[005000/100000]	Cells: 78  Coverage: 0.02975464%		Max Fitness: 0.07561972	Mean Fitness: 0.06627730	Min Fitness: 0.06051281	QD Score: 5.16962964
[005500/100000]	Cells: 82  Coverage: 0.03128052%		Max Fitness: 0.07561972	Mean Fitness: 0.06610836	Min Fitness: 0.06051281	QD Score: 5.42088550
[006000/100000]	Cells: 86  Coverage: 0.03280640%		Max Fitness: 0.07561972	Mean Fitness: 0.06607062	Min Fitness: 0.06051281	QD Score: 5.68207292
[006500/100000]	Cells: 88  Coverage: 0.03356934%		Max Fitness: 0.07561972	Mean Fitness: 0.06622637	Min Fitness: 0.06051281	QD Score: 5.82792074
[007000/100000]	Cells: 94  Coverage: 0.03585815%		Max Fitness: 0.07561972	Mean Fitness: 0.06632285	Min Fitness: 0.06051281	QD Score: 6.23434786
[007500/100000]	Cells: 96  Coverage: 0.03662109%		Max Fitness: 0.07561972	Mean Fitness: 0.06625200	Min Fitness: 0.06051281	QD Score: 6.36019246
[008000/100000]	Cells: 99  Coverage: 0.03776550%		Max Fitness: 0.07561972	Mean Fitness: 0.06635508	Min Fitness: 0.06051281	QD Score: 6.56915275
[008500/100000]	Cells: 102  Coverage: 0.03890991%		Max Fitness: 0.07561972	Mean Fitness: 0.06630865	Min Fitness: 0.06051281	QD Score: 6.76348279
[009000/100000]	Cells: 110  Coverage: 0.04196167%		Max Fitness: 0.07561972	Mean Fitness: 0.06625050	Min Fitness: 0.06051281	QD Score: 7.28755457
[009500/100000]	Cells: 113  Coverage: 0.04310608%		Max Fitness: 0.07561972	Mean Fitness: 0.06616055	Min Fitness: 0.05951350	QD Score: 7.47614239
[010000/100000]	Cells: 119  Coverage: 0.04539490%		Max Fitness: 0.07561972	Mean Fitness: 0.06615166	Min Fitness: 0.05936444	QD Score: 7.87204790
[010500/100000]	Cells: 122  Coverage: 0.04653931%		Max Fitness: 0.07561972	Mean Fitness: 0.06607006	Min Fitness: 0.05889683	QD Score: 8.06054752
[011000/100000]	Cells: 126  Coverage: 0.04806519%		Max Fitness: 0.07561972	Mean Fitness: 0.06604112	Min Fitness: 0.05889683	QD Score: 8.32118141
[011500/100000]	Cells: 131  Coverage: 0.04997253%		Max Fitness: 0.07608848	Mean Fitness: 0.06604197	Min Fitness: 0.05889683	QD Score: 8.65149831
[012000/100000]	Cells: 135  Coverage: 0.05149841%		Max Fitness: 0.07608848	Mean Fitness: 0.06625265	Min Fitness: 0.05889683	QD Score: 8.94410733
[012500/100000]	Cells: 137  Coverage: 0.05226135%		Max Fitness: 0.07608848	Mean Fitness: 0.06619840	Min Fitness: 0.05889683	QD Score: 9.06918082
[013000/100000]	Cells: 143  Coverage: 0.05455017%		Max Fitness: 0.07608848	Mean Fitness: 0.06629200	Min Fitness: 0.05833212	QD Score: 9.47975646
[013500/100000]	Cells: 148  Coverage: 0.05645752%		Max Fitness: 0.07608848	Mean Fitness: 0.06627967	Min Fitness: 0.05833212	QD Score: 9.80939125
[014000/100000]	Cells: 153  Coverage: 0.05836487%		Max Fitness: 0.07608848	Mean Fitness: 0.06622526	Min Fitness: 0.05833212	QD Score: 10.13246468
[014500/100000]	Cells: 153  Coverage: 0.05836487%		Max Fitness: 0.07608848	Mean Fitness: 0.06622815	Min Fitness: 0.05833212	QD Score: 10.13290639
[015000/100000]	Cells: 158  Coverage: 0.06027222%		Max Fitness: 0.07608848	Mean Fitness: 0.06625743	Min Fitness: 0.05833212	QD Score: 10.46867377
[015500/100000]	Cells: 164  Coverage: 0.06256104%		Max Fitness: 0.07608848	Mean Fitness: 0.06633421	Min Fitness: 0.05833212	QD Score: 10.87881110
