[000500/100000]	Cells: 5  Coverage: 0.00190735%		Max Fitness: 0.06704450	Mean Fitness: 0.06594455	Min Fitness: 0.06466019	QD Score: 0.32972277
[001000/100000]	Cells: 12  Coverage: 0.00457764%		Max Fitness: 0.07449309	Mean Fitness: 0.06631046	Min Fitness: 0.06368024	QD Score: 0.79572548
[001500/100000]	Cells: 23  Coverage: 0.00877380%		Max Fitness: 0.07449309	Mean Fitness: 0.06716249	Min Fitness: 0.06368024	QD Score: 1.54473738
[002000/100000]	Cells: 28  Coverage: 0.01068115%		Max Fitness: 0.07469918	Mean Fitness: 0.06753389	Min Fitness: 0.06363906	QD Score: 1.89094898
[002500/100000]	Cells: 37  Coverage: 0.01411438%		Max Fitness: 0.07469918	Mean Fitness: 0.06704168	Min Fitness: 0.06171522	QD Score: 2.48054230
[003000/100000]	Cells: 43  Coverage: 0.01640320%		Max Fitness: 0.07469918	Mean Fitness: 0.06688061	Min Fitness: 0.06171522	QD Score: 2.87586632
[003500/100000]	Cells: 50  Coverage: 0.01907349%		Max Fitness: 0.07469918	Mean Fitness: 0.06684845	Min Fitness: 0.06122484	QD Score: 3.34242231
[004000/100000]	Cells: 55  Coverage: 0.02098083%		Max Fitness: 0.07529109	Mean Fitness: 0.06702053	Min Fitness: 0.06048131	QD Score: 3.68612926
[004500/100000]	Cells: 60  Coverage: 0.02288818%		Max Fitness: 0.07529109	Mean Fitness: 0.06678727	Min Fitness: 0.06048131	QD Score: 4.00723639
[005000/100000]	Cells: 71  Coverage: 0.02708435%		Max Fitness: 0.07529109	Mean Fitness: 0.06657432	Min Fitness: 0.05991814	QD Score: 4.72677675
[005500/100000]	Cells: 78  Coverage: 0.02975464%		Max Fitness: 0.07529109	Mean Fitness: 0.06664169	Min Fitness: 0.05991814	QD Score: 5.19805217
[006000/100000]	Cells: 78  Coverage: 0.02975464%		Max Fitness: 0.07529109	Mean Fitness: 0.06685983	Min Fitness: 0.05991814	QD Score: 5.21506664
[006500/100000]	Cells: 81  Coverage: 0.03089905%		Max Fitness: 0.07529109	Mean Fitness: 0.06687989	Min Fitness: 0.05991814	QD Score: 5.41727099
[007000/100000]	Cells: 86  Coverage: 0.03280640%		Max Fitness: 0.07529109	Mean Fitness: 0.06677794	Min Fitness: 0.05991814	QD Score: 5.74290323
[007500/100000]	Cells: 92  Coverage: 0.03509521%		Max Fitness: 0.07529109	Mean Fitness: 0.06672149	Min Fitness: 0.05991814	QD Score: 6.13837691
[008000/100000]	Cells: 93  Coverage: 0.03547668%		Max Fitness: 0.07529109	Mean Fitness: 0.06677578	Min Fitness: 0.05991814	QD Score: 6.21014773
[008500/100000]	Cells: 101  Coverage: 0.03852844%		Max Fitness: 0.07529109	Mean Fitness: 0.06656691	Min Fitness: 0.05991814	QD Score: 6.72325750
[009000/100000]	Cells: 107  Coverage: 0.04081726%		Max Fitness: 0.07752870	Mean Fitness: 0.06677752	Min Fitness: 0.06033019	QD Score: 7.14519481
[009500/100000]	Cells: 113  Coverage: 0.04310608%		Max Fitness: 0.07752870	Mean Fitness: 0.06653663	Min Fitness: 0.06033019	QD Score: 7.51863964
[010000/100000]	Cells: 116  Coverage: 0.04425049%		Max Fitness: 0.07752870	Mean Fitness: 0.06643830	Min Fitness: 0.05880693	QD Score: 7.70684285
[010500/100000]	Cells: 118  Coverage: 0.04501343%		Max Fitness: 0.07752870	Mean Fitness: 0.06640832	Min Fitness: 0.05880693	QD Score: 7.83618207
[011000/100000]	Cells: 124  Coverage: 0.04730225%		Max Fitness: 0.07752870	Mean Fitness: 0.06638433	Min Fitness: 0.05880693	QD Score: 8.23165719
[011500/100000]	Cells: 130  Coverage: 0.04959106%		Max Fitness: 0.07752870	Mean Fitness: 0.06628298	Min Fitness: 0.05880693	QD Score: 8.61678776
[012000/100000]	Cells: 135  Coverage: 0.05149841%		Max Fitness: 0.07752870	Mean Fitness: 0.06620352	Min Fitness: 0.05880693	QD Score: 8.93747494
[012500/100000]	Cells: 141  Coverage: 0.05378723%		Max Fitness: 0.07752870	Mean Fitness: 0.06615804	Min Fitness: 0.05880693	QD Score: 9.32828393
[013000/100000]	Cells: 143  Coverage: 0.05455017%		Max Fitness: 0.07752870	Mean Fitness: 0.06616043	Min Fitness: 0.05880693	QD Score: 9.46094116
[013500/100000]	Cells: 146  Coverage: 0.05569458%		Max Fitness: 0.07752870	Mean Fitness: 0.06613338	Min Fitness: 0.05880693	QD Score: 9.65547409
[014000/100000]	Cells: 148  Coverage: 0.05645752%		Max Fitness: 0.07752870	Mean Fitness: 0.06615851	Min Fitness: 0.05880693	QD Score: 9.79145965
[014500/100000]	Cells: 152  Coverage: 0.05798340%		Max Fitness: 0.07752870	Mean Fitness: 0.06626424	Min Fitness: 0.05880693	QD Score: 10.07216425
[015000/100000]	Cells: 158  Coverage: 0.06027222%		Max Fitness: 0.07752870	Mean Fitness: 0.06619507	Min Fitness: 0.05832563	QD Score: 10.45882059
[015500/100000]	Cells: 161  Coverage: 0.06141663%		Max Fitness: 0.07752870	Mean Fitness: 0.06624561	Min Fitness: 0.05835863	QD Score: 10.66554358
[016000/100000]	Cells: 164  Coverage: 0.06256104%		Max Fitness: 0.07752870	Mean Fitness: 0.06625798	Min Fitness: 0.05835863	QD Score: 10.86630888
[016500/100000]	Cells: 166  Coverage: 0.06332397%		Max Fitness: 0.07752870	Mean Fitness: 0.06629105	Min Fitness: 0.05835863	QD Score: 11.00431418
[017000/100000]	Cells: 168  Coverage: 0.06408691%		Max Fitness: 0.07752870	Mean Fitness: 0.06635774	Min Fitness: 0.05835863	QD Score: 11.14810077
[017500/100000]	Cells: 172  Coverage: 0.06561279%		Max Fitness: 0.07752870	Mean Fitness: 0.06636704	Min Fitness: 0.05835863	QD Score: 11.41513029
[018000/100000]	Cells: 179  Coverage: 0.06828308%		Max Fitness: 0.07752870	Mean Fitness: 0.06630295	Min Fitness: 0.05835863	QD Score: 11.86822755
[018500/100000]	Cells: 181  Coverage: 0.06904602%		Max Fitness: 0.07752870	Mean Fitness: 0.06637693	Min Fitness: 0.05835863	QD Score: 12.01422371
[019000/100000]	Cells: 182  Coverage: 0.06942749%		Max Fitness: 0.07752870	Mean Fitness: 0.06635425	Min Fitness: 0.05835863	QD Score: 12.07647387
[019500/100000]	Cells: 189  Coverage: 0.07209778%		Max Fitness: 0.07752870	Mean Fitness: 0.06632892	Min Fitness: 0.05880693	QD Score: 12.53616507
[020000/100000]	Cells: 195  Coverage: 0.07438660%		Max Fitness: 0.07752870	Mean Fitness: 0.06626235	Min Fitness: 0.05880693	QD Score: 12.92115779
[020500/100000]	Cells: 200  Coverage: 0.07629395%		Max Fitness: 0.07752870	Mean Fitness: 0.06622342	Min Fitness: 0.05880693	QD Score: 13.24468363
[021000/100000]	Cells: 210  Coverage: 0.08010864%		Max Fitness: 0.07752870	Mean Fitness: 0.06612466	Min Fitness: 0.05880693	QD Score: 13.88617756
[021500/100000]	Cells: 212  Coverage: 0.08087158%		Max Fitness: 0.07752870	Mean Fitness: 0.06608434	Min Fitness: 0.05880693	QD Score: 14.00987957
[022000/100000]	Cells: 217  Coverage: 0.08277893%		Max Fitness: 0.07752870	Mean Fitness: 0.06604043	Min Fitness: 0.05880693	QD Score: 14.33077346
[022500/100000]	Cells: 218  Coverage: 0.08316040%		Max Fitness: 0.07752870	Mean Fitness: 0.06605762	Min Fitness: 0.05880693	QD Score: 14.40056166
[023000/100000]	Cells: 221  Coverage: 0.08430481%		Max Fitness: 0.07752870	Mean Fitness: 0.06603853	Min Fitness: 0.05880693	QD Score: 14.59451452
[023500/100000]	Cells: 224  Coverage: 0.08544922%		Max Fitness: 0.07752870	Mean Fitness: 0.06598414	Min Fitness: 0.05875773	QD Score: 14.78044650
[024000/100000]	Cells: 230  Coverage: 0.08773804%		Max Fitness: 0.07752870	Mean Fitness: 0.06596223	Min Fitness: 0.05875773	QD Score: 15.17131355
[024500/100000]	Cells: 233  Coverage: 0.08888245%		Max Fitness: 0.07752870	Mean Fitness: 0.06595774	Min Fitness: 0.05875773	QD Score: 15.36815343
[025000/100000]	Cells: 239  Coverage: 0.09117126%		Max Fitness: 0.07752870	Mean Fitness: 0.06594802	Min Fitness: 0.05875773	QD Score: 15.76157564
[025500/100000]	Cells: 242  Coverage: 0.09231567%		Max Fitness: 0.07752870	Mean Fitness: 0.06597456	Min Fitness: 0.05875773	QD Score: 15.96584320
[026000/100000]	Cells: 245  Coverage: 0.09346008%		Max Fitness: 0.07752870	Mean Fitness: 0.06606340	Min Fitness: 0.05875773	QD Score: 16.18553231
[026500/100000]	Cells: 248  Coverage: 0.09460449%		Max Fitness: 0.07752870	Mean Fitness: 0.06613183	Min Fitness: 0.05875773	QD Score: 16.40069492
[027000/100000]	Cells: 250  Coverage: 0.09536743%		Max Fitness: 0.07752870	Mean Fitness: 0.06621318	Min Fitness: 0.05875773	QD Score: 16.55329435
[027500/100000]	Cells: 255  Coverage: 0.09727478%		Max Fitness: 0.07752870	Mean Fitness: 0.06615722	Min Fitness: 0.05875773	QD Score: 16.87009122
[028000/100000]	Cells: 260  Coverage: 0.09918213%		Max Fitness: 0.07752870	Mean Fitness: 0.06621379	Min Fitness: 0.05869756	QD Score: 17.21558633
[028500/100000]	Cells: 265  Coverage: 0.10108948%		Max Fitness: 0.07752870	Mean Fitness: 0.06618356	Min Fitness: 0.05869756	QD Score: 17.53864237
[029000/100000]	Cells: 269  Coverage: 0.10261536%		Max Fitness: 0.07752870	Mean Fitness: 0.06614183	Min Fitness: 0.05869756	QD Score: 17.79215158
[029500/100000]	Cells: 272  Coverage: 0.10375977%		Max Fitness: 0.07752870	Mean Fitness: 0.06619546	Min Fitness: 0.05869756	QD Score: 18.00516534
[030000/100000]	Cells: 272  Coverage: 0.10375977%		Max Fitness: 0.07752870	Mean Fitness: 0.06619546	Min Fitness: 0.05869756	QD Score: 18.00516534
[030500/100000]	Cells: 276  Coverage: 0.10528564%		Max Fitness: 0.07752870	Mean Fitness: 0.06612922	Min Fitness: 0.05799059	QD Score: 18.25166576
[031000/100000]	Cells: 280  Coverage: 0.10681152%		Max Fitness: 0.07752870	Mean Fitness: 0.06611961	Min Fitness: 0.05799059	QD Score: 18.51349130
[031500/100000]	Cells: 284  Coverage: 0.10833740%		Max Fitness: 0.07752870	Mean Fitness: 0.06613887	Min Fitness: 0.05799059	QD Score: 18.78344029
[032000/100000]	Cells: 288  Coverage: 0.10986328%		Max Fitness: 0.07752870	Mean Fitness: 0.06611428	Min Fitness: 0.05750674	QD Score: 19.04091359
[032500/100000]	Cells: 292  Coverage: 0.11138916%		Max Fitness: 0.07752870	Mean Fitness: 0.06607295	Min Fitness: 0.05750674	QD Score: 19.29330012
