[000500/100000]	Cells: 7  Coverage: 0.00267029%		Max Fitness: 0.06704450	Mean Fitness: 0.06621273	Min Fitness: 0.06509473	QD Score: 0.46348911
[001000/100000]	Cells: 27  Coverage: 0.01029968%		Max Fitness: 0.07339954	Mean Fitness: 0.06595839	Min Fitness: 0.06013878	QD Score: 1.78087650
[001500/100000]	Cells: 43  Coverage: 0.01640320%		Max Fitness: 0.07339954	Mean Fitness: 0.06529610	Min Fitness: 0.06013878	QD Score: 2.80773235
[002000/100000]	Cells: 58  Coverage: 0.02212524%		Max Fitness: 0.07339954	Mean Fitness: 0.06519531	Min Fitness: 0.05625108	QD Score: 3.78132808
[002500/100000]	Cells: 69  Coverage: 0.02632141%		Max Fitness: 0.07512793	Mean Fitness: 0.06524593	Min Fitness: 0.05625108	QD Score: 4.50196948
[003000/100000]	Cells: 81  Coverage: 0.03089905%		Max Fitness: 0.07512793	Mean Fitness: 0.06570233	Min Fitness: 0.05546664	QD Score: 5.32188874
[003500/100000]	Cells: 93  Coverage: 0.03547668%		Max Fitness: 0.07512793	Mean Fitness: 0.06533866	Min Fitness: 0.05311124	QD Score: 6.07649559
[004000/100000]	Cells: 99  Coverage: 0.03776550%		Max Fitness: 0.07512793	Mean Fitness: 0.06537588	Min Fitness: 0.05311124	QD Score: 6.47221167
[004500/100000]	Cells: 104  Coverage: 0.03967285%		Max Fitness: 0.07512793	Mean Fitness: 0.06544270	Min Fitness: 0.05311124	QD Score: 6.80604038
[005000/100000]	Cells: 112  Coverage: 0.04272461%		Max Fitness: 0.07512793	Mean Fitness: 0.06534391	Min Fitness: 0.05311124	QD Score: 7.31851763
[005500/100000]	Cells: 116  Coverage: 0.04425049%		Max Fitness: 0.07512793	Mean Fitness: 0.06529721	Min Fitness: 0.05311124	QD Score: 7.57447651
[006000/100000]	Cells: 121  Coverage: 0.04615784%		Max Fitness: 0.07512793	Mean Fitness: 0.06513024	Min Fitness: 0.05311124	QD Score: 7.88075887
[006500/100000]	Cells: 128  Coverage: 0.04882813%		Max Fitness: 0.07512793	Mean Fitness: 0.06498498	Min Fitness: 0.05311124	QD Score: 8.31807751
[007000/100000]	Cells: 138  Coverage: 0.05264282%		Max Fitness: 0.07558737	Mean Fitness: 0.06501551	Min Fitness: 0.05311124	QD Score: 8.97214086
[007500/100000]	Cells: 140  Coverage: 0.05340576%		Max Fitness: 0.07558737	Mean Fitness: 0.06494821	Min Fitness: 0.05311124	QD Score: 9.09275003
[008000/100000]	Cells: 148  Coverage: 0.05645752%		Max Fitness: 0.07558737	Mean Fitness: 0.06495214	Min Fitness: 0.05357160	QD Score: 9.61291630
[008500/100000]	Cells: 156  Coverage: 0.05950928%		Max Fitness: 0.07558737	Mean Fitness: 0.06483248	Min Fitness: 0.05357160	QD Score: 10.11386723
[009000/100000]	Cells: 159  Coverage: 0.06065369%		Max Fitness: 0.07558737	Mean Fitness: 0.06482194	Min Fitness: 0.05357160	QD Score: 10.30668920
