[000500/100000]	Cells: 11  Coverage: 0.00419617%		Max Fitness: 0.06704450	Mean Fitness: 0.06587932	Min Fitness: 0.06365408	QD Score: 0.72467255
[001000/100000]	Cells: 29  Coverage: 0.01106262%		Max Fitness: 0.07561972	Mean Fitness: 0.06641007	Min Fitness: 0.06071949	QD Score: 1.92589193
[001500/100000]	Cells: 40  Coverage: 0.01525879%		Max Fitness: 0.07561972	Mean Fitness: 0.06588320	Min Fitness: 0.05869085	QD Score: 2.63532818
[002000/100000]	Cells: 50  Coverage: 0.01907349%		Max Fitness: 0.07561972	Mean Fitness: 0.06599802	Min Fitness: 0.05869085	QD Score: 3.29990081
[002500/100000]	Cells: 56  Coverage: 0.02136230%		Max Fitness: 0.07561972	Mean Fitness: 0.06591512	Min Fitness: 0.05869085	QD Score: 3.69124670
[003000/100000]	Cells: 61  Coverage: 0.02326965%		Max Fitness: 0.07561972	Mean Fitness: 0.06565600	Min Fitness: 0.05869085	QD Score: 4.00501572
[003500/100000]	Cells: 73  Coverage: 0.02784729%		Max Fitness: 0.07561972	Mean Fitness: 0.06530615	Min Fitness: 0.05869085	QD Score: 4.76734890
[004000/100000]	Cells: 81  Coverage: 0.03089905%		Max Fitness: 0.07561972	Mean Fitness: 0.06557753	Min Fitness: 0.05869085	QD Score: 5.31178010
[004500/100000]	Cells: 88  Coverage: 0.03356934%		Max Fitness: 0.07561972	Mean Fitness: 0.06568594	Min Fitness: 0.05795953	QD Score: 5.78036297
[005000/100000]	Cells: 94  Coverage: 0.03585815%		Max Fitness: 0.07561972	Mean Fitness: 0.06560893	Min Fitness: 0.05245608	QD Score: 6.16723941
[005500/100000]	Cells: 101  Coverage: 0.03852844%		Max Fitness: 0.07561972	Mean Fitness: 0.06560570	Min Fitness: 0.05245608	QD Score: 6.62617604
[006000/100000]	Cells: 110  Coverage: 0.04196167%		Max Fitness: 0.07561972	Mean Fitness: 0.06531652	Min Fitness: 0.05245608	QD Score: 7.18481751
[006500/100000]	Cells: 116  Coverage: 0.04425049%		Max Fitness: 0.07561972	Mean Fitness: 0.06533649	Min Fitness: 0.05496637	QD Score: 7.57903232
[007000/100000]	Cells: 123  Coverage: 0.04692078%		Max Fitness: 0.07561972	Mean Fitness: 0.06518239	Min Fitness: 0.05496637	QD Score: 8.01743428
[007500/100000]	Cells: 133  Coverage: 0.05073547%		Max Fitness: 0.07561972	Mean Fitness: 0.06500936	Min Fitness: 0.05496637	QD Score: 8.64624512
[008000/100000]	Cells: 137  Coverage: 0.05226135%		Max Fitness: 0.07561972	Mean Fitness: 0.06494722	Min Fitness: 0.05496637	QD Score: 8.89776887
[008500/100000]	Cells: 142  Coverage: 0.05416870%		Max Fitness: 0.07561972	Mean Fitness: 0.06499186	Min Fitness: 0.05496637	QD Score: 9.22884447
[009000/100000]	Cells: 146  Coverage: 0.05569458%		Max Fitness: 0.07561972	Mean Fitness: 0.06500989	Min Fitness: 0.05496637	QD Score: 9.49144429
[009500/100000]	Cells: 153  Coverage: 0.05836487%		Max Fitness: 0.07561972	Mean Fitness: 0.06510583	Min Fitness: 0.05496637	QD Score: 9.96119197
[010000/100000]	Cells: 157  Coverage: 0.05989075%		Max Fitness: 0.07696081	Mean Fitness: 0.06525453	Min Fitness: 0.05496637	QD Score: 10.24496114
[010500/100000]	Cells: 161  Coverage: 0.06141663%		Max Fitness: 0.07696081	Mean Fitness: 0.06529198	Min Fitness: 0.05496637	QD Score: 10.51200874
[011000/100000]	Cells: 166  Coverage: 0.06332397%		Max Fitness: 0.07696081	Mean Fitness: 0.06512743	Min Fitness: 0.05633362	QD Score: 10.81115256
[011500/100000]	Cells: 174  Coverage: 0.06637573%		Max Fitness: 0.07696081	Mean Fitness: 0.06500150	Min Fitness: 0.05633362	QD Score: 11.31026154
[012000/100000]	Cells: 179  Coverage: 0.06828308%		Max Fitness: 0.07696081	Mean Fitness: 0.06510939	Min Fitness: 0.05633362	QD Score: 11.65458016
[012500/100000]	Cells: 184  Coverage: 0.07019043%		Max Fitness: 0.07696081	Mean Fitness: 0.06500602	Min Fitness: 0.05621132	QD Score: 11.96110754
[013000/100000]	Cells: 190  Coverage: 0.07247925%		Max Fitness: 0.07696081	Mean Fitness: 0.06494964	Min Fitness: 0.05621132	QD Score: 12.34043083
[013500/100000]	Cells: 193  Coverage: 0.07362366%		Max Fitness: 0.07696081	Mean Fitness: 0.06501812	Min Fitness: 0.05621132	QD Score: 12.54849735
[014000/100000]	Cells: 198  Coverage: 0.07553101%		Max Fitness: 0.07696081	Mean Fitness: 0.06494263	Min Fitness: 0.05567119	QD Score: 12.85864056
[014500/100000]	Cells: 201  Coverage: 0.07667542%		Max Fitness: 0.07696081	Mean Fitness: 0.06494840	Min Fitness: 0.05494107	QD Score: 13.05462867
[015000/100000]	Cells: 204  Coverage: 0.07781982%		Max Fitness: 0.07696081	Mean Fitness: 0.06492074	Min Fitness: 0.05494107	QD Score: 13.24383061
[015500/100000]	Cells: 209  Coverage: 0.07972717%		Max Fitness: 0.07696081	Mean Fitness: 0.06487004	Min Fitness: 0.05494107	QD Score: 13.55783875
[016000/100000]	Cells: 214  Coverage: 0.08163452%		Max Fitness: 0.07696081	Mean Fitness: 0.06488828	Min Fitness: 0.05494107	QD Score: 13.88609122
[016500/100000]	Cells: 215  Coverage: 0.08201599%		Max Fitness: 0.07696081	Mean Fitness: 0.06490088	Min Fitness: 0.05567119	QD Score: 13.95368871
[017000/100000]	Cells: 219  Coverage: 0.08354187%		Max Fitness: 0.07696081	Mean Fitness: 0.06484390	Min Fitness: 0.05567119	QD Score: 14.20081473
[017500/100000]	Cells: 221  Coverage: 0.08430481%		Max Fitness: 0.07696081	Mean Fitness: 0.06486781	Min Fitness: 0.05567119	QD Score: 14.33578615
[018000/100000]	Cells: 223  Coverage: 0.08506775%		Max Fitness: 0.07696081	Mean Fitness: 0.06491367	Min Fitness: 0.05567119	QD Score: 14.47574813
[018500/100000]	Cells: 226  Coverage: 0.08621216%		Max Fitness: 0.07696081	Mean Fitness: 0.06493165	Min Fitness: 0.05567119	QD Score: 14.67455229
[019000/100000]	Cells: 231  Coverage: 0.08811951%		Max Fitness: 0.07696081	Mean Fitness: 0.06485507	Min Fitness: 0.05567119	QD Score: 14.98152200
[019500/100000]	Cells: 240  Coverage: 0.09155273%		Max Fitness: 0.07696081	Mean Fitness: 0.06481880	Min Fitness: 0.05483524	QD Score: 15.55651142
[020000/100000]	Cells: 243  Coverage: 0.09269714%		Max Fitness: 0.07696081	Mean Fitness: 0.06482849	Min Fitness: 0.05483524	QD Score: 15.75332284
[020500/100000]	Cells: 246  Coverage: 0.09384155%		Max Fitness: 0.07696081	Mean Fitness: 0.06493893	Min Fitness: 0.05483524	QD Score: 15.97497631
[021000/100000]	Cells: 251  Coverage: 0.09574890%		Max Fitness: 0.07696081	Mean Fitness: 0.06492890	Min Fitness: 0.05483524	QD Score: 16.29715488
[021500/100000]	Cells: 257  Coverage: 0.09803772%		Max Fitness: 0.07696081	Mean Fitness: 0.06491014	Min Fitness: 0.05483524	QD Score: 16.68190539
[022000/100000]	Cells: 261  Coverage: 0.09956360%		Max Fitness: 0.07696081	Mean Fitness: 0.06483560	Min Fitness: 0.05483524	QD Score: 16.92209100
[022500/100000]	Cells: 266  Coverage: 0.10147095%		Max Fitness: 0.07696081	Mean Fitness: 0.06484877	Min Fitness: 0.05483524	QD Score: 17.24977335
[023000/100000]	Cells: 272  Coverage: 0.10375977%		Max Fitness: 0.07696081	Mean Fitness: 0.06482011	Min Fitness: 0.05483524	QD Score: 17.63107018
[023500/100000]	Cells: 276  Coverage: 0.10528564%		Max Fitness: 0.07696081	Mean Fitness: 0.06482304	Min Fitness: 0.05404319	QD Score: 17.89115999
[024000/100000]	Cells: 278  Coverage: 0.10604858%		Max Fitness: 0.07696081	Mean Fitness: 0.06481195	Min Fitness: 0.05404319	QD Score: 18.01772334
[024500/100000]	Cells: 280  Coverage: 0.10681152%		Max Fitness: 0.07696081	Mean Fitness: 0.06481027	Min Fitness: 0.05404319	QD Score: 18.14687649
[025000/100000]	Cells: 285  Coverage: 0.10871887%		Max Fitness: 0.07696081	Mean Fitness: 0.06479527	Min Fitness: 0.05404319	QD Score: 18.46665137
[025500/100000]	Cells: 291  Coverage: 0.11100769%		Max Fitness: 0.07696081	Mean Fitness: 0.06480708	Min Fitness: 0.05404319	QD Score: 18.85886171
[026000/100000]	Cells: 296  Coverage: 0.11291504%		Max Fitness: 0.07696081	Mean Fitness: 0.06474318	Min Fitness: 0.05404319	QD Score: 19.16398254
[026500/100000]	Cells: 302  Coverage: 0.11520386%		Max Fitness: 0.07696081	Mean Fitness: 0.06467959	Min Fitness: 0.05404319	QD Score: 19.53323484
[027000/100000]	Cells: 305  Coverage: 0.11634827%		Max Fitness: 0.07696081	Mean Fitness: 0.06469194	Min Fitness: 0.05404319	QD Score: 19.73104236
[027500/100000]	Cells: 308  Coverage: 0.11749268%		Max Fitness: 0.07696081	Mean Fitness: 0.06466547	Min Fitness: 0.05404319	QD Score: 19.91696387
[028000/100000]	Cells: 309  Coverage: 0.11787415%		Max Fitness: 0.07696081	Mean Fitness: 0.06468544	Min Fitness: 0.05404319	QD Score: 19.98780052
[028500/100000]	Cells: 315  Coverage: 0.12016296%		Max Fitness: 0.07696081	Mean Fitness: 0.06470877	Min Fitness: 0.05404319	QD Score: 20.38326196
[029000/100000]	Cells: 317  Coverage: 0.12092590%		Max Fitness: 0.07696081	Mean Fitness: 0.06470035	Min Fitness: 0.05404319	QD Score: 20.51001010
[029500/100000]	Cells: 325  Coverage: 0.12397766%		Max Fitness: 0.07696081	Mean Fitness: 0.06473106	Min Fitness: 0.05404319	QD Score: 21.03759466
[030000/100000]	Cells: 329  Coverage: 0.12550354%		Max Fitness: 0.07696081	Mean Fitness: 0.06468676	Min Fitness: 0.05404319	QD Score: 21.28194408
[030500/100000]	Cells: 329  Coverage: 0.12550354%		Max Fitness: 0.07696081	Mean Fitness: 0.06468676	Min Fitness: 0.05404319	QD Score: 21.28194408
