[000500/100000]	Cells: 7  Coverage: 0.00267029%		Max Fitness: 0.07021180	Mean Fitness: 0.06954066	Min Fitness: 0.06835925	QD Score: 0.48678464
[001000/100000]	Cells: 18  Coverage: 0.00686646%		Max Fitness: 0.08013231	Mean Fitness: 0.06899014	Min Fitness: 0.06509724	QD Score: 1.24182246
[001500/100000]	Cells: 22  Coverage: 0.00839233%		Max Fitness: 0.08013231	Mean Fitness: 0.06936171	Min Fitness: 0.06509724	QD Score: 1.52595763
[002000/100000]	Cells: 30  Coverage: 0.01144409%		Max Fitness: 0.08252647	Mean Fitness: 0.06903161	Min Fitness: 0.06401086	QD Score: 2.07094836
[002500/100000]	Cells: 36  Coverage: 0.01373291%		Max Fitness: 0.08252647	Mean Fitness: 0.06892120	Min Fitness: 0.06401086	QD Score: 2.48116336
[003000/100000]	Cells: 42  Coverage: 0.01602173%		Max Fitness: 0.08252647	Mean Fitness: 0.06872849	Min Fitness: 0.06401086	QD Score: 2.88659665
[003500/100000]	Cells: 49  Coverage: 0.01869202%		Max Fitness: 0.08252647	Mean Fitness: 0.06905876	Min Fitness: 0.06357237	QD Score: 3.38387922
[004000/100000]	Cells: 59  Coverage: 0.02250671%		Max Fitness: 0.08252647	Mean Fitness: 0.06917915	Min Fitness: 0.06357237	QD Score: 4.08156956
[004500/100000]	Cells: 64  Coverage: 0.02441406%		Max Fitness: 0.08252647	Mean Fitness: 0.06915651	Min Fitness: 0.06357237	QD Score: 4.42601668
[005000/100000]	Cells: 76  Coverage: 0.02899170%		Max Fitness: 0.08252647	Mean Fitness: 0.06903085	Min Fitness: 0.06307361	QD Score: 5.24634428
[005500/100000]	Cells: 81  Coverage: 0.03089905%		Max Fitness: 0.08252647	Mean Fitness: 0.06876225	Min Fitness: 0.06172122	QD Score: 5.56974248
[006000/100000]	Cells: 83  Coverage: 0.03166199%		Max Fitness: 0.08252647	Mean Fitness: 0.06908669	Min Fitness: 0.06172122	QD Score: 5.73419533
[006500/100000]	Cells: 87  Coverage: 0.03318787%		Max Fitness: 0.08252647	Mean Fitness: 0.06898873	Min Fitness: 0.06155987	QD Score: 6.00201915
[007000/100000]	Cells: 91  Coverage: 0.03471375%		Max Fitness: 0.08252647	Mean Fitness: 0.06934645	Min Fitness: 0.06155987	QD Score: 6.31052709
[007500/100000]	Cells: 97  Coverage: 0.03700256%		Max Fitness: 0.08252647	Mean Fitness: 0.06908226	Min Fitness: 0.05834519	QD Score: 6.70097942
[008000/100000]	Cells: 106  Coverage: 0.04043579%		Max Fitness: 0.08252647	Mean Fitness: 0.06918625	Min Fitness: 0.05834519	QD Score: 7.33374271
[008500/100000]	Cells: 113  Coverage: 0.04310608%		Max Fitness: 0.08252647	Mean Fitness: 0.06909323	Min Fitness: 0.05834519	QD Score: 7.80753475
[009000/100000]	Cells: 118  Coverage: 0.04501343%		Max Fitness: 0.08252647	Mean Fitness: 0.06922452	Min Fitness: 0.05985405	QD Score: 8.16849348
[009500/100000]	Cells: 121  Coverage: 0.04615784%		Max Fitness: 0.08252647	Mean Fitness: 0.06921372	Min Fitness: 0.05960573	QD Score: 8.37486010
[010000/100000]	Cells: 126  Coverage: 0.04806519%		Max Fitness: 0.08252647	Mean Fitness: 0.06924174	Min Fitness: 0.05960573	QD Score: 8.72445963
[010500/100000]	Cells: 131  Coverage: 0.04997253%		Max Fitness: 0.08252647	Mean Fitness: 0.06925259	Min Fitness: 0.05960573	QD Score: 9.07208947
