[000500/100000]	Cells: 1  Coverage: 0.00038147%		Max Fitness: 0.05060208	Mean Fitness: 0.05060208	Min Fitness: 0.05060208	QD Score: 0.05060208
[001000/100000]	Cells: 4  Coverage: 0.00152588%		Max Fitness: 0.05783794	Mean Fitness: 0.05251298	Min Fitness: 0.04951023	QD Score: 0.21005194
[001500/100000]	Cells: 6  Coverage: 0.00228882%		Max Fitness: 0.05894189	Mean Fitness: 0.05238748	Min Fitness: 0.04951023	QD Score: 0.31432490
[002000/100000]	Cells: 11  Coverage: 0.00419617%		Max Fitness: 0.05894189	Mean Fitness: 0.05251442	Min Fitness: 0.04951023	QD Score: 0.57765866
[002500/100000]	Cells: 16  Coverage: 0.00610352%		Max Fitness: 0.05894189	Mean Fitness: 0.05239546	Min Fitness: 0.04832849	QD Score: 0.83832729
[003000/100000]	Cells: 20  Coverage: 0.00762939%		Max Fitness: 0.05894189	Mean Fitness: 0.05228624	Min Fitness: 0.04890762	QD Score: 1.04572470
[003500/100000]	Cells: 28  Coverage: 0.01068115%		Max Fitness: 0.06391503	Mean Fitness: 0.05261596	Min Fitness: 0.04822147	QD Score: 1.47324685
[004000/100000]	Cells: 30  Coverage: 0.01144409%		Max Fitness: 0.06391503	Mean Fitness: 0.05426010	Min Fitness: 0.04837732	QD Score: 1.62780293
[004500/100000]	Cells: 31  Coverage: 0.01182556%		Max Fitness: 0.06391503	Mean Fitness: 0.05452820	Min Fitness: 0.04837732	QD Score: 1.69037427
[005000/100000]	Cells: 31  Coverage: 0.01182556%		Max Fitness: 0.06391503	Mean Fitness: 0.05480723	Min Fitness: 0.04837732	QD Score: 1.69902406
[005500/100000]	Cells: 34  Coverage: 0.01296997%		Max Fitness: 0.06391503	Mean Fitness: 0.05452421	Min Fitness: 0.04837732	QD Score: 1.85382305
[006000/100000]	Cells: 35  Coverage: 0.01335144%		Max Fitness: 0.06484888	Mean Fitness: 0.05484217	Min Fitness: 0.04837732	QD Score: 1.91947601
[006500/100000]	Cells: 36  Coverage: 0.01373291%		Max Fitness: 0.06484888	Mean Fitness: 0.05535295	Min Fitness: 0.04837732	QD Score: 1.99270629
[007000/100000]	Cells: 41  Coverage: 0.01564026%		Max Fitness: 0.06484888	Mean Fitness: 0.05536942	Min Fitness: 0.04837732	QD Score: 2.27014632
[007500/100000]	Cells: 43  Coverage: 0.01640320%		Max Fitness: 0.06484888	Mean Fitness: 0.05541283	Min Fitness: 0.04837732	QD Score: 2.38275155
[008000/100000]	Cells: 46  Coverage: 0.01754761%		Max Fitness: 0.06484888	Mean Fitness: 0.05551560	Min Fitness: 0.04837732	QD Score: 2.55371756
[008500/100000]	Cells: 46  Coverage: 0.01754761%		Max Fitness: 0.06484888	Mean Fitness: 0.05555092	Min Fitness: 0.04837732	QD Score: 2.55534229
[009000/100000]	Cells: 47  Coverage: 0.01792908%		Max Fitness: 0.06484888	Mean Fitness: 0.05572315	Min Fitness: 0.04837732	QD Score: 2.61898809
[009500/100000]	Cells: 48  Coverage: 0.01831055%		Max Fitness: 0.06484888	Mean Fitness: 0.05575727	Min Fitness: 0.04837732	QD Score: 2.67634915
[010000/100000]	Cells: 50  Coverage: 0.01907349%		Max Fitness: 0.06484888	Mean Fitness: 0.05576826	Min Fitness: 0.04837732	QD Score: 2.78841312
[010500/100000]	Cells: 52  Coverage: 0.01983643%		Max Fitness: 0.06484888	Mean Fitness: 0.05577968	Min Fitness: 0.04897461	QD Score: 2.90054333
[011000/100000]	Cells: 57  Coverage: 0.02174377%		Max Fitness: 0.06484888	Mean Fitness: 0.05578239	Min Fitness: 0.04920304	QD Score: 3.17959621
[011500/100000]	Cells: 59  Coverage: 0.02250671%		Max Fitness: 0.06484888	Mean Fitness: 0.05567124	Min Fitness: 0.04920304	QD Score: 3.28460290
[012000/100000]	Cells: 61  Coverage: 0.02326965%		Max Fitness: 0.06484888	Mean Fitness: 0.05564283	Min Fitness: 0.04920304	QD Score: 3.39421269
[012500/100000]	Cells: 63  Coverage: 0.02403259%		Max Fitness: 0.06484888	Mean Fitness: 0.05565432	Min Fitness: 0.04959001	QD Score: 3.50622238
[013000/100000]	Cells: 63  Coverage: 0.02403259%		Max Fitness: 0.06484888	Mean Fitness: 0.05565432	Min Fitness: 0.04959001	QD Score: 3.50622238
[013500/100000]	Cells: 66  Coverage: 0.02517700%		Max Fitness: 0.06484888	Mean Fitness: 0.05560109	Min Fitness: 0.04959001	QD Score: 3.66967208
[014000/100000]	Cells: 67  Coverage: 0.02555847%		Max Fitness: 0.06484888	Mean Fitness: 0.05566487	Min Fitness: 0.04959001	QD Score: 3.72954628
