[000500/100000]	Cells: 8  Coverage: 0.00305176%		Max Fitness: 0.06704450	Mean Fitness: 0.06603349	Min Fitness: 0.06401711	QD Score: 0.52826793
[001000/100000]	Cells: 24  Coverage: 0.00915527%		Max Fitness: 0.07612341	Mean Fitness: 0.06675782	Min Fitness: 0.06125079	QD Score: 1.60218757
[001500/100000]	Cells: 36  Coverage: 0.01373291%		Max Fitness: 0.07612341	Mean Fitness: 0.06595585	Min Fitness: 0.05918835	QD Score: 2.37441055
[002000/100000]	Cells: 55  Coverage: 0.02098083%		Max Fitness: 0.07612341	Mean Fitness: 0.06623933	Min Fitness: 0.05918835	QD Score: 3.64316294
[002500/100000]	Cells: 64  Coverage: 0.02441406%		Max Fitness: 0.07612341	Mean Fitness: 0.06615485	Min Fitness: 0.05779414	QD Score: 4.23391011
[003000/100000]	Cells: 74  Coverage: 0.02822876%		Max Fitness: 0.07612341	Mean Fitness: 0.06634674	Min Fitness: 0.05779414	QD Score: 4.90965849
[003500/100000]	Cells: 81  Coverage: 0.03089905%		Max Fitness: 0.07893230	Mean Fitness: 0.06653752	Min Fitness: 0.05779414	QD Score: 5.38953933
[004000/100000]	Cells: 96  Coverage: 0.03662109%		Max Fitness: 0.07893230	Mean Fitness: 0.06608528	Min Fitness: 0.05732656	QD Score: 6.34418677
[004500/100000]	Cells: 108  Coverage: 0.04119873%		Max Fitness: 0.07893230	Mean Fitness: 0.06604606	Min Fitness: 0.05918835	QD Score: 7.13297473
[005000/100000]	Cells: 117  Coverage: 0.04463196%		Max Fitness: 0.07893230	Mean Fitness: 0.06599066	Min Fitness: 0.05918835	QD Score: 7.72090676
[005500/100000]	Cells: 125  Coverage: 0.04768372%		Max Fitness: 0.07893230	Mean Fitness: 0.06593804	Min Fitness: 0.05918835	QD Score: 8.24225457
[006000/100000]	Cells: 131  Coverage: 0.04997253%		Max Fitness: 0.07893230	Mean Fitness: 0.06590066	Min Fitness: 0.05775778	QD Score: 8.63298636
[006500/100000]	Cells: 132  Coverage: 0.05035400%		Max Fitness: 0.07893230	Mean Fitness: 0.06595197	Min Fitness: 0.05775778	QD Score: 8.70565994
[007000/100000]	Cells: 134  Coverage: 0.05111694%		Max Fitness: 0.07893230	Mean Fitness: 0.06607208	Min Fitness: 0.05775778	QD Score: 8.85365908
[007500/100000]	Cells: 137  Coverage: 0.05226135%		Max Fitness: 0.07893230	Mean Fitness: 0.06634243	Min Fitness: 0.05775778	QD Score: 9.08891343
[008000/100000]	Cells: 140  Coverage: 0.05340576%		Max Fitness: 0.07893230	Mean Fitness: 0.06629822	Min Fitness: 0.05775778	QD Score: 9.28175099
[008500/100000]	Cells: 146  Coverage: 0.05569458%		Max Fitness: 0.07893230	Mean Fitness: 0.06625388	Min Fitness: 0.05775778	QD Score: 9.67306586
[009000/100000]	Cells: 150  Coverage: 0.05722046%		Max Fitness: 0.07893230	Mean Fitness: 0.06621914	Min Fitness: 0.05775778	QD Score: 9.93287152
[009500/100000]	Cells: 152  Coverage: 0.05798340%		Max Fitness: 0.07893230	Mean Fitness: 0.06630604	Min Fitness: 0.05775778	QD Score: 10.07851824
[010000/100000]	Cells: 155  Coverage: 0.05912781%		Max Fitness: 0.07893230	Mean Fitness: 0.06633290	Min Fitness: 0.05775778	QD Score: 10.28159994
[010500/100000]	Cells: 158  Coverage: 0.06027222%		Max Fitness: 0.07893230	Mean Fitness: 0.06633277	Min Fitness: 0.05775778	QD Score: 10.48057819
[011000/100000]	Cells: 164  Coverage: 0.06256104%		Max Fitness: 0.07893230	Mean Fitness: 0.06622848	Min Fitness: 0.05775778	QD Score: 10.86147010
[011500/100000]	Cells: 168  Coverage: 0.06408691%		Max Fitness: 0.07893230	Mean Fitness: 0.06616012	Min Fitness: 0.05775778	QD Score: 11.11490045
[012000/100000]	Cells: 169  Coverage: 0.06446838%		Max Fitness: 0.07893230	Mean Fitness: 0.06614738	Min Fitness: 0.05775778	QD Score: 11.17890754
[012500/100000]	Cells: 171  Coverage: 0.06523132%		Max Fitness: 0.07893230	Mean Fitness: 0.06622200	Min Fitness: 0.05775778	QD Score: 11.32396255
[013000/100000]	Cells: 174  Coverage: 0.06637573%		Max Fitness: 0.07893230	Mean Fitness: 0.06625765	Min Fitness: 0.05775778	QD Score: 11.52883169
