[000500/100000]	Cells: 9  Coverage: 0.00343323%		Max Fitness: 0.06697931	Mean Fitness: 0.06594516	Min Fitness: 0.06515672	QD Score: 0.59350645
[001000/100000]	Cells: 16  Coverage: 0.00610352%		Max Fitness: 0.07505218	Mean Fitness: 0.06773823	Min Fitness: 0.06416957	QD Score: 1.08381166
[001500/100000]	Cells: 21  Coverage: 0.00801086%		Max Fitness: 0.07505218	Mean Fitness: 0.06767555	Min Fitness: 0.06053222	QD Score: 1.42118664
[002000/100000]	Cells: 31  Coverage: 0.01182556%		Max Fitness: 0.07505218	Mean Fitness: 0.06736528	Min Fitness: 0.06053222	QD Score: 2.08832374
[002500/100000]	Cells: 38  Coverage: 0.01449585%		Max Fitness: 0.07505218	Mean Fitness: 0.06692341	Min Fitness: 0.06053222	QD Score: 2.54308963
[003000/100000]	Cells: 46  Coverage: 0.01754761%		Max Fitness: 0.07505218	Mean Fitness: 0.06693025	Min Fitness: 0.05948690	QD Score: 3.07879132
[003500/100000]	Cells: 52  Coverage: 0.01983643%		Max Fitness: 0.07552043	Mean Fitness: 0.06761502	Min Fitness: 0.05948690	QD Score: 3.51598094
[004000/100000]	Cells: 57  Coverage: 0.02174377%		Max Fitness: 0.07552043	Mean Fitness: 0.06742861	Min Fitness: 0.05948690	QD Score: 3.84343049
[004500/100000]	Cells: 66  Coverage: 0.02517700%		Max Fitness: 0.07552043	Mean Fitness: 0.06749291	Min Fitness: 0.06053222	QD Score: 4.45453185
[005000/100000]	Cells: 70  Coverage: 0.02670288%		Max Fitness: 0.07552043	Mean Fitness: 0.06763530	Min Fitness: 0.06053222	QD Score: 4.73447120
[005500/100000]	Cells: 74  Coverage: 0.02822876%		Max Fitness: 0.07552043	Mean Fitness: 0.06768126	Min Fitness: 0.06053222	QD Score: 5.00841297
[006000/100000]	Cells: 83  Coverage: 0.03166199%		Max Fitness: 0.07552043	Mean Fitness: 0.06728240	Min Fitness: 0.06006303	QD Score: 5.58443920
[006500/100000]	Cells: 92  Coverage: 0.03509521%		Max Fitness: 0.07552043	Mean Fitness: 0.06727279	Min Fitness: 0.05893286	QD Score: 6.18909704
[007000/100000]	Cells: 97  Coverage: 0.03700256%		Max Fitness: 0.07552043	Mean Fitness: 0.06716423	Min Fitness: 0.05893286	QD Score: 6.51492997
[007500/100000]	Cells: 105  Coverage: 0.04005432%		Max Fitness: 0.07552043	Mean Fitness: 0.06729101	Min Fitness: 0.05893286	QD Score: 7.06555615
[008000/100000]	Cells: 107  Coverage: 0.04081726%		Max Fitness: 0.07552043	Mean Fitness: 0.06739022	Min Fitness: 0.05893286	QD Score: 7.21075315
[008500/100000]	Cells: 111  Coverage: 0.04234314%		Max Fitness: 0.07552043	Mean Fitness: 0.06741141	Min Fitness: 0.05893286	QD Score: 7.48266705
[009000/100000]	Cells: 118  Coverage: 0.04501343%		Max Fitness: 0.07552043	Mean Fitness: 0.06735528	Min Fitness: 0.05893286	QD Score: 7.94792340
[009500/100000]	Cells: 123  Coverage: 0.04692078%		Max Fitness: 0.07552043	Mean Fitness: 0.06721813	Min Fitness: 0.05893286	QD Score: 8.26783057
[010000/100000]	Cells: 127  Coverage: 0.04844666%		Max Fitness: 0.07552043	Mean Fitness: 0.06720601	Min Fitness: 0.05893286	QD Score: 8.53516313
[010500/100000]	Cells: 131  Coverage: 0.04997253%		Max Fitness: 0.07552043	Mean Fitness: 0.06708420	Min Fitness: 0.05893286	QD Score: 8.78803041
[011000/100000]	Cells: 133  Coverage: 0.05073547%		Max Fitness: 0.07552043	Mean Fitness: 0.06711926	Min Fitness: 0.05893286	QD Score: 8.92686161
[011500/100000]	Cells: 139  Coverage: 0.05302429%		Max Fitness: 0.07552043	Mean Fitness: 0.06705110	Min Fitness: 0.05870024	QD Score: 9.32010320
[012000/100000]	Cells: 145  Coverage: 0.05531311%		Max Fitness: 0.07552043	Mean Fitness: 0.06699801	Min Fitness: 0.05870024	QD Score: 9.71471127
[012500/100000]	Cells: 151  Coverage: 0.05760193%		Max Fitness: 0.07552043	Mean Fitness: 0.06694565	Min Fitness: 0.05870024	QD Score: 10.10879382
[013000/100000]	Cells: 158  Coverage: 0.06027222%		Max Fitness: 0.07552043	Mean Fitness: 0.06690565	Min Fitness: 0.05870024	QD Score: 10.57109252
[013500/100000]	Cells: 162  Coverage: 0.06179810%		Max Fitness: 0.07552043	Mean Fitness: 0.06681400	Min Fitness: 0.05870024	QD Score: 10.82386881
[014000/100000]	Cells: 164  Coverage: 0.06256104%		Max Fitness: 0.07552043	Mean Fitness: 0.06676806	Min Fitness: 0.05818061	QD Score: 10.94996256
[014500/100000]	Cells: 173  Coverage: 0.06599426%		Max Fitness: 0.07552043	Mean Fitness: 0.06672351	Min Fitness: 0.05818061	QD Score: 11.54316756
[015000/100000]	Cells: 174  Coverage: 0.06637573%		Max Fitness: 0.07552043	Mean Fitness: 0.06670624	Min Fitness: 0.05818061	QD Score: 11.60688506
[015500/100000]	Cells: 177  Coverage: 0.06752014%		Max Fitness: 0.07552043	Mean Fitness: 0.06675656	Min Fitness: 0.05818061	QD Score: 11.81591162
[016000/100000]	Cells: 180  Coverage: 0.06866455%		Max Fitness: 0.07552043	Mean Fitness: 0.06676505	Min Fitness: 0.05818061	QD Score: 12.01770902
[016500/100000]	Cells: 185  Coverage: 0.07057190%		Max Fitness: 0.07552043	Mean Fitness: 0.06676819	Min Fitness: 0.05818061	QD Score: 12.35211439
[017000/100000]	Cells: 191  Coverage: 0.07286072%		Max Fitness: 0.07552043	Mean Fitness: 0.06673188	Min Fitness: 0.05818061	QD Score: 12.74578948
[017500/100000]	Cells: 194  Coverage: 0.07400513%		Max Fitness: 0.07552043	Mean Fitness: 0.06681064	Min Fitness: 0.05818061	QD Score: 12.96126438
[018000/100000]	Cells: 201  Coverage: 0.07667542%		Max Fitness: 0.07552043	Mean Fitness: 0.06686151	Min Fitness: 0.05818061	QD Score: 13.43916279
[018500/100000]	Cells: 203  Coverage: 0.07743835%		Max Fitness: 0.07552043	Mean Fitness: 0.06687652	Min Fitness: 0.05818061	QD Score: 13.57593418
[019000/100000]	Cells: 206  Coverage: 0.07858276%		Max Fitness: 0.07552043	Mean Fitness: 0.06688363	Min Fitness: 0.05818061	QD Score: 13.77802797
[019500/100000]	Cells: 210  Coverage: 0.08010864%		Max Fitness: 0.07552043	Mean Fitness: 0.06688128	Min Fitness: 0.05818061	QD Score: 14.04506920
[020000/100000]	Cells: 216  Coverage: 0.08239746%		Max Fitness: 0.07552043	Mean Fitness: 0.06690321	Min Fitness: 0.05818061	QD Score: 14.45109396
[020500/100000]	Cells: 221  Coverage: 0.08430481%		Max Fitness: 0.07552043	Mean Fitness: 0.06681504	Min Fitness: 0.05818061	QD Score: 14.76612294
[021000/100000]	Cells: 227  Coverage: 0.08659363%		Max Fitness: 0.07552043	Mean Fitness: 0.06673324	Min Fitness: 0.05818061	QD Score: 15.14844495
[021500/100000]	Cells: 229  Coverage: 0.08735657%		Max Fitness: 0.07552043	Mean Fitness: 0.06671953	Min Fitness: 0.05818061	QD Score: 15.27877285
[022000/100000]	Cells: 232  Coverage: 0.08850098%		Max Fitness: 0.07552043	Mean Fitness: 0.06673709	Min Fitness: 0.05818061	QD Score: 15.48300439
[022500/100000]	Cells: 238  Coverage: 0.09078979%		Max Fitness: 0.07552043	Mean Fitness: 0.06667427	Min Fitness: 0.05818061	QD Score: 15.86847540
[023000/100000]	Cells: 241  Coverage: 0.09193420%		Max Fitness: 0.07552043	Mean Fitness: 0.06666761	Min Fitness: 0.05818061	QD Score: 16.06689420
