[000500/100000]	Cells: 10  Coverage: 0.00381470%		Max Fitness: 0.06749703	Mean Fitness: 0.06596785	Min Fitness: 0.06437044	QD Score: 0.65967850
[001000/100000]	Cells: 23  Coverage: 0.00877380%		Max Fitness: 0.07515225	Mean Fitness: 0.06615243	Min Fitness: 0.06340137	QD Score: 1.52150584
[001500/100000]	Cells: 33  Coverage: 0.01258850%		Max Fitness: 0.07561972	Mean Fitness: 0.06633161	Min Fitness: 0.06208440	QD Score: 2.18894320
[002000/100000]	Cells: 41  Coverage: 0.01564026%		Max Fitness: 0.07561972	Mean Fitness: 0.06635212	Min Fitness: 0.06208440	QD Score: 2.72043705
[002500/100000]	Cells: 48  Coverage: 0.01831055%		Max Fitness: 0.07561972	Mean Fitness: 0.06672664	Min Fitness: 0.06131180	QD Score: 3.20287887
[003000/100000]	Cells: 56  Coverage: 0.02136230%		Max Fitness: 0.07561972	Mean Fitness: 0.06661953	Min Fitness: 0.06131180	QD Score: 3.73069384
[003500/100000]	Cells: 64  Coverage: 0.02441406%		Max Fitness: 0.07561972	Mean Fitness: 0.06681540	Min Fitness: 0.06131180	QD Score: 4.27618587
[004000/100000]	Cells: 73  Coverage: 0.02784729%		Max Fitness: 0.07561972	Mean Fitness: 0.06664724	Min Fitness: 0.06038060	QD Score: 4.86524881
[004500/100000]	Cells: 86  Coverage: 0.03280640%		Max Fitness: 0.07561972	Mean Fitness: 0.06636409	Min Fitness: 0.05929184	QD Score: 5.70731175
[005000/100000]	Cells: 93  Coverage: 0.03547668%		Max Fitness: 0.07561972	Mean Fitness: 0.06630448	Min Fitness: 0.05929184	QD Score: 6.16631666
[005500/100000]	Cells: 97  Coverage: 0.03700256%		Max Fitness: 0.07561972	Mean Fitness: 0.06647373	Min Fitness: 0.05929184	QD Score: 6.44795216
[006000/100000]	Cells: 108  Coverage: 0.04119873%		Max Fitness: 0.07561972	Mean Fitness: 0.06636820	Min Fitness: 0.05929184	QD Score: 7.16776582
[006500/100000]	Cells: 114  Coverage: 0.04348755%		Max Fitness: 0.07561972	Mean Fitness: 0.06633355	Min Fitness: 0.05929184	QD Score: 7.56202524
[007000/100000]	Cells: 118  Coverage: 0.04501343%		Max Fitness: 0.07561972	Mean Fitness: 0.06653376	Min Fitness: 0.05929184	QD Score: 7.85098420
[007500/100000]	Cells: 127  Coverage: 0.04844666%		Max Fitness: 0.07561972	Mean Fitness: 0.06660828	Min Fitness: 0.05929184	QD Score: 8.45925107
[008000/100000]	Cells: 131  Coverage: 0.04997253%		Max Fitness: 0.07561972	Mean Fitness: 0.06671739	Min Fitness: 0.05929184	QD Score: 8.73997846
[008500/100000]	Cells: 134  Coverage: 0.05111694%		Max Fitness: 0.07561972	Mean Fitness: 0.06681777	Min Fitness: 0.05929184	QD Score: 8.95358057
[009000/100000]	Cells: 141  Coverage: 0.05378723%		Max Fitness: 0.07561972	Mean Fitness: 0.06670545	Min Fitness: 0.05929184	QD Score: 9.40546860
[009500/100000]	Cells: 146  Coverage: 0.05569458%		Max Fitness: 0.07561972	Mean Fitness: 0.06674300	Min Fitness: 0.05929184	QD Score: 9.74447867
