[000500/100000]	Cells: 7  Coverage: 0.00267029%		Max Fitness: 0.06704450	Mean Fitness: 0.06636413	Min Fitness: 0.06445980	QD Score: 0.46454889
[001000/100000]	Cells: 13  Coverage: 0.00495911%		Max Fitness: 0.06749703	Mean Fitness: 0.06587162	Min Fitness: 0.06319399	QD Score: 0.85633109
[001500/100000]	Cells: 21  Coverage: 0.00801086%		Max Fitness: 0.07561972	Mean Fitness: 0.06632322	Min Fitness: 0.06268606	QD Score: 1.39278767
[002000/100000]	Cells: 30  Coverage: 0.01144409%		Max Fitness: 0.07561972	Mean Fitness: 0.06673093	Min Fitness: 0.06268606	QD Score: 2.00192805
[002500/100000]	Cells: 39  Coverage: 0.01487732%		Max Fitness: 0.07561972	Mean Fitness: 0.06655492	Min Fitness: 0.06268606	QD Score: 2.59564181
[003000/100000]	Cells: 49  Coverage: 0.01869202%		Max Fitness: 0.07561972	Mean Fitness: 0.06708753	Min Fitness: 0.06231769	QD Score: 3.28728887
[003500/100000]	Cells: 56  Coverage: 0.02136230%		Max Fitness: 0.07580844	Mean Fitness: 0.06733812	Min Fitness: 0.06226323	QD Score: 3.77093454
[004000/100000]	Cells: 58  Coverage: 0.02212524%		Max Fitness: 0.07580844	Mean Fitness: 0.06739138	Min Fitness: 0.06226323	QD Score: 3.90869979
[004500/100000]	Cells: 60  Coverage: 0.02288818%		Max Fitness: 0.07580844	Mean Fitness: 0.06735690	Min Fitness: 0.06091086	QD Score: 4.04141414
[005000/100000]	Cells: 64  Coverage: 0.02441406%		Max Fitness: 0.07580844	Mean Fitness: 0.06755295	Min Fitness: 0.05928466	QD Score: 4.32338905
[005500/100000]	Cells: 69  Coverage: 0.02632141%		Max Fitness: 0.07580844	Mean Fitness: 0.06731207	Min Fitness: 0.05928466	QD Score: 4.64453286
[006000/100000]	Cells: 73  Coverage: 0.02784729%		Max Fitness: 0.07580844	Mean Fitness: 0.06725347	Min Fitness: 0.05928466	QD Score: 4.90950302
[006500/100000]	Cells: 78  Coverage: 0.02975464%		Max Fitness: 0.07619591	Mean Fitness: 0.06697269	Min Fitness: 0.05743834	QD Score: 5.22387007
[007000/100000]	Cells: 80  Coverage: 0.03051758%		Max Fitness: 0.07619591	Mean Fitness: 0.06695124	Min Fitness: 0.05743834	QD Score: 5.35609886
[007500/100000]	Cells: 84  Coverage: 0.03204346%		Max Fitness: 0.07657479	Mean Fitness: 0.06681688	Min Fitness: 0.05743834	QD Score: 5.61261801
[008000/100000]	Cells: 90  Coverage: 0.03433228%		Max Fitness: 0.07657479	Mean Fitness: 0.06683192	Min Fitness: 0.05743834	QD Score: 6.01487309
[008500/100000]	Cells: 93  Coverage: 0.03547668%		Max Fitness: 0.07657479	Mean Fitness: 0.06678790	Min Fitness: 0.05743834	QD Score: 6.21127477
[009000/100000]	Cells: 97  Coverage: 0.03700256%		Max Fitness: 0.07657479	Mean Fitness: 0.06672599	Min Fitness: 0.05743834	QD Score: 6.47242093
[009500/100000]	Cells: 101  Coverage: 0.03852844%		Max Fitness: 0.07657479	Mean Fitness: 0.06671273	Min Fitness: 0.05743834	QD Score: 6.73798526
[010000/100000]	Cells: 102  Coverage: 0.03890991%		Max Fitness: 0.07657479	Mean Fitness: 0.06682724	Min Fitness: 0.05743834	QD Score: 6.81637883
[010500/100000]	Cells: 108  Coverage: 0.04119873%		Max Fitness: 0.07657479	Mean Fitness: 0.06672951	Min Fitness: 0.05743834	QD Score: 7.20678755
[011000/100000]	Cells: 115  Coverage: 0.04386902%		Max Fitness: 0.07657479	Mean Fitness: 0.06660760	Min Fitness: 0.05743834	QD Score: 7.65987401
[011500/100000]	Cells: 119  Coverage: 0.04539490%		Max Fitness: 0.07657479	Mean Fitness: 0.06665295	Min Fitness: 0.05498279	QD Score: 7.93170164
[012000/100000]	Cells: 128  Coverage: 0.04882813%		Max Fitness: 0.07657479	Mean Fitness: 0.06663558	Min Fitness: 0.05498279	QD Score: 8.52935468
[012500/100000]	Cells: 135  Coverage: 0.05149841%		Max Fitness: 0.07657479	Mean Fitness: 0.06673878	Min Fitness: 0.05498279	QD Score: 9.00973497
[013000/100000]	Cells: 137  Coverage: 0.05226135%		Max Fitness: 0.07657479	Mean Fitness: 0.06664873	Min Fitness: 0.05498279	QD Score: 9.13087615
[013500/100000]	Cells: 146  Coverage: 0.05569458%		Max Fitness: 0.07657479	Mean Fitness: 0.06659959	Min Fitness: 0.05498279	QD Score: 9.72354077
[014000/100000]	Cells: 151  Coverage: 0.05760193%		Max Fitness: 0.07657479	Mean Fitness: 0.06655510	Min Fitness: 0.05498279	QD Score: 10.04981959
[014500/100000]	Cells: 157  Coverage: 0.05989075%		Max Fitness: 0.07657479	Mean Fitness: 0.06643924	Min Fitness: 0.05498279	QD Score: 10.43096059
[015000/100000]	Cells: 162  Coverage: 0.06179810%		Max Fitness: 0.07657479	Mean Fitness: 0.06627362	Min Fitness: 0.05498279	QD Score: 10.73632656
[015500/100000]	Cells: 165  Coverage: 0.06294250%		Max Fitness: 0.07657479	Mean Fitness: 0.06625601	Min Fitness: 0.05498279	QD Score: 10.93224193
[016000/100000]	Cells: 170  Coverage: 0.06484985%		Max Fitness: 0.07657479	Mean Fitness: 0.06622640	Min Fitness: 0.05498279	QD Score: 11.25848731
[016500/100000]	Cells: 173  Coverage: 0.06599426%		Max Fitness: 0.07762900	Mean Fitness: 0.06628284	Min Fitness: 0.05498279	QD Score: 11.46693047
[017000/100000]	Cells: 178  Coverage: 0.06790161%		Max Fitness: 0.07762900	Mean Fitness: 0.06617306	Min Fitness: 0.05498279	QD Score: 11.77880435
[017500/100000]	Cells: 180  Coverage: 0.06866455%		Max Fitness: 0.07762900	Mean Fitness: 0.06624736	Min Fitness: 0.05498279	QD Score: 11.92452465
[018000/100000]	Cells: 182  Coverage: 0.06942749%		Max Fitness: 0.07762900	Mean Fitness: 0.06624345	Min Fitness: 0.05498279	QD Score: 12.05630747
[018500/100000]	Cells: 184  Coverage: 0.07019043%		Max Fitness: 0.07762900	Mean Fitness: 0.06633447	Min Fitness: 0.05498279	QD Score: 12.20554286
[019000/100000]	Cells: 186  Coverage: 0.07095337%		Max Fitness: 0.07762900	Mean Fitness: 0.06633728	Min Fitness: 0.05498279	QD Score: 12.33873344
[019500/100000]	Cells: 191  Coverage: 0.07286072%		Max Fitness: 0.07762900	Mean Fitness: 0.06629847	Min Fitness: 0.05498279	QD Score: 12.66300867
[020000/100000]	Cells: 196  Coverage: 0.07476807%		Max Fitness: 0.07762900	Mean Fitness: 0.06632734	Min Fitness: 0.05734040	QD Score: 13.00015905
[020500/100000]	Cells: 202  Coverage: 0.07705688%		Max Fitness: 0.07762900	Mean Fitness: 0.06632052	Min Fitness: 0.05734040	QD Score: 13.39674430
[021000/100000]	Cells: 205  Coverage: 0.07820129%		Max Fitness: 0.07762900	Mean Fitness: 0.06633268	Min Fitness: 0.05734040	QD Score: 13.59819993
[021500/100000]	Cells: 213  Coverage: 0.08125305%		Max Fitness: 0.07762900	Mean Fitness: 0.06629846	Min Fitness: 0.05734040	QD Score: 14.12157237
[022000/100000]	Cells: 217  Coverage: 0.08277893%		Max Fitness: 0.07762900	Mean Fitness: 0.06624972	Min Fitness: 0.05734040	QD Score: 14.37618900
[022500/100000]	Cells: 221  Coverage: 0.08430481%		Max Fitness: 0.07762900	Mean Fitness: 0.06632040	Min Fitness: 0.05734040	QD Score: 14.65680867
[023000/100000]	Cells: 221  Coverage: 0.08430481%		Max Fitness: 0.07762900	Mean Fitness: 0.06639224	Min Fitness: 0.05734040	QD Score: 14.67268542
[023500/100000]	Cells: 224  Coverage: 0.08544922%		Max Fitness: 0.07762900	Mean Fitness: 0.06637851	Min Fitness: 0.05734040	QD Score: 14.86878728
[024000/100000]	Cells: 225  Coverage: 0.08583069%		Max Fitness: 0.07762900	Mean Fitness: 0.06636543	Min Fitness: 0.05734040	QD Score: 14.93222192
[024500/100000]	Cells: 229  Coverage: 0.08735657%		Max Fitness: 0.07762900	Mean Fitness: 0.06639027	Min Fitness: 0.05734040	QD Score: 15.20337187
[025000/100000]	Cells: 234  Coverage: 0.08926392%		Max Fitness: 0.07762900	Mean Fitness: 0.06630613	Min Fitness: 0.05734040	QD Score: 15.51563439
[025500/100000]	Cells: 238  Coverage: 0.09078979%		Max Fitness: 0.07762900	Mean Fitness: 0.06630795	Min Fitness: 0.05734040	QD Score: 15.78129137
[026000/100000]	Cells: 241  Coverage: 0.09193420%		Max Fitness: 0.07762900	Mean Fitness: 0.06629084	Min Fitness: 0.05734040	QD Score: 15.97609146
